1246	15844514211231253015.wav	في أواخر عام 2015، أنشأت "توجي نت" راديو "أسترو نت " كمحطة إذاعية تابعة.	في أواخر عام 2015، أنشأت توجي نت راديو أسترو نت  كمحطة إذاعية تابعة	ف ي | أ و ا خ ر | ع ا م | 2 0 1 5 ، | أ ن ش أ ت | ت و ج ي | ن ت | ر ا د ي و | أ س ت ر و | ن ت | ك م ح ط ة | إ ذ ا ع ي ة | ت ا ب ع ة |	135360	MALE
1443	1801776846825396015.wav	تعتبر مشاهدة أزهار الكرز-المعروفة باسم هانامي- جزءاً من الثقافة اليابانية منذ القرن الثامن.	تعتبر مشاهدة أزهار الكرز-المعروفة باسم هانامي جزءاً من الثقافة اليابانية منذ القرن الثامن	ت ع ت ب ر | م ش ا ه د ة | أ ز ه ا ر | ا ل ك ر ز - ا ل م ع ر و ف ة | ب ا س م | ه ا ن ا م ي | ج ز ء ا ً | م ن | ا ل ث ق ا ف ة | ا ل ي ا ب ا ن ي ة | م ن ذ | ا ل ق ر ن | ا ل ث ا م ن |	160320	FEMALE
1208	15000765057390486999.wav	أُنقذ العديد من الرهائن وتأكد مقتل ستة على الأقل حتى اللحظة.	أُنقذ العديد من الرهائن وتأكد مقتل ستة على الأقل حتى اللحظة	أ ُ ن ق ذ | ا ل ع د ي د | م ن | ا ل ر ه ا ئ ن | و ت أ ك د | م ق ت ل | س ت ة | ع ل ى | ا ل أ ق ل | ح ت ى | ا ل ل ح ظ ة |	81600	FEMALE
935	16918971961212325564.wav	قم باستشارة المؤسسة، وكذلك قسم الهجرة للبلد التي ترغب في الدراسة بها للحصول على متطلبات مفصلة.	قم باستشارة المؤسسة وكذلك قسم الهجرة للبلد التي ترغب في الدراسة بها للحصول على متطلبات مفصلة	ق م | ب ا س ت ش ا ر ة | ا ل م ؤ س س ة | و ك ذ ل ك | ق س م | ا ل ه ج ر ة | ل ل ب ل د | ا ل ت ي | ت ر غ ب | ف ي | ا ل د ر ا س ة | ب ه ا | ل ل ح ص و ل | ع ل ى | م ت ط ل ب ا ت | م ف ص ل ة |	130560	FEMALE
804	776786230281059460.wav	يمكن أن تحتوي الكحوليات غير الشرعية على ملوثات خطيرة متعددة بما في ذلك الميثانول، الذي قد يسبب للعمى أو الموت حتى إذا تم تناوله في جرعات صغيرة.	يمكن أن تحتوي الكحوليات غير الشرعية على ملوثات خطيرة متعددة بما في ذلك الميثانول الذي قد يسبب للعمى أو الموت حتى إذا تم تناوله في جرعات صغيرة	ي م ك ن | أ ن | ت ح ت و ي | ا ل ك ح و ل ي ا ت | غ ي ر | ا ل ش ر ع ي ة | ع ل ى | م ل و ث ا ت | خ ط ي ر ة | م ت ع د د ة | ب م ا | ف ي | ذ ل ك | ا ل م ي ث ا ن و ل | ا ل ذ ي | ق د | ي س ب ب | ل ل ع م ى | أ و | ا ل م و ت | ح ت ى | إ ذ ا | ت م | ت ن ا و ل ه | ف ي | ج ر ع ا ت | ص غ ي ر ة |	265920	FEMALE
264	1145590859102781549.wav	وقال المفوض: "لم نتفق بعد على قواعد المنشأ وجوهر ضوابط التعريفة، لكن الإطار الذي لدينا يكفي لبدء التجارة في 1 تموز 2020".	وقال المفوض لم نتفق بعد على قواعد المنشأ وجوهر ضوابط التعريفة لكن الإطار الذي لدينا يكفي لبدء التجارة في 1 تموز 2020	و ق ا ل | ا ل م ف و ض | ل م | ن ت ف ق | ب ع د | ع ل ى | ق و ا ع د | ا ل م ن ش أ | و ج و ه ر | ض و ا ب ط | ا ل ت ع ر ي ف ة | ل ك ن | ا ل إ ط ا ر | ا ل ذ ي | ل د ي ن ا | ي ك ف ي | ل ب د ء | ا ل ت ج ا ر ة | ف ي | 1 | ت م و ز | 2 0 2 0 |	212160	FEMALE
737	9853447669414749600.wav	يمكن الحصول على تصاريح المنتزه مباشرة من محطة رانجر في بويترو خمينز، لكن لا يقبلون بطاقات الائتمان.	يمكن الحصول على تصاريح المنتزه مباشرة من محطة رانجر في بويترو خمينز لكن لا يقبلون بطاقات الائتمان	ي م ك ن | ا ل ح ص و ل | ع ل ى | ت ص ا ر ي ح | ا ل م ن ت ز ه | م ب ا ش ر ة | م ن | م ح ط ة | ر ا ن ج ر | ف ي | ب و ي ت ر و | خ م ي ن ز | ل ك ن | ل ا | ي ق ب ل و ن | ب ط ا ق ا ت | ا ل ا ئ ت م ا ن |	157440	FEMALE
241	12230605683725596058.wav	أصدر مكتب البريد أمس اعتذاره للمواطنين ووسائل الإعلام بعد اكتشافه أن الصبي أخفى أكثر من 600 وثيقة بريدية، بما في ذلك 429 بطاقة بريدية بمناسبة العام الجديد، لم يتم تسليمها للمستلمين المقصودين.	أصدر مكتب البريد أمس اعتذاره للمواطنين ووسائل الإعلام بعد اكتشافه أن الصبي أخفى أكثر من 600 وثيقة بريدية بما في ذلك 429 بطاقة بريدية بمناسبة العام الجديد لم يتم تسليمها للمستلمين المقصودين	أ ص د ر | م ك ت ب | ا ل ب ر ي د | أ م س | ا ع ت ذ ا ر ه | ل ل م و ا ط ن ي ن | و و س ا ئ ل | ا ل إ ع ل ا م | ب ع د | ا ك ت ش ا ف ه | أ ن | ا ل ص ب ي | أ خ ف ى | أ ك ث ر | م ن | 6 0 0 | و ث ي ق ة | ب ر ي د ي ة | ب م ا | ف ي | ذ ل ك | 4 2 9 | ب ط ا ق ة | ب ر ي د ي ة | ب م ن ا س ب ة | ا ل ع ا م | ا ل ج د ي د | ل م | ي ت م | ت س ل ي م ه ا | ل ل م س ت ل م ي ن | ا ل م ق ص و د ي ن |	259200	FEMALE
430	12339112872443304691.wav	مساحة تركيا، بما في ذلك البحيرات، تحتل 783،562 كيلومتر مربع (300،948 ميل مربع) ، منها 755688 كيلومتر مربع (291،773 ميل مربع) في جنوب غرب آسيا و 23،764 كيلومتر مربع (9174 ميل مربع) في أوروبا.	مساحة تركيا، بما في ذلك البحيرات، تحتل 783،562 كيلومتر مربع 300،948 ميل مربع ، منها 755688 كيلومتر مربع 291،773 ميل مربع في جنوب غرب آسيا و 23،764 كيلومتر مربع 9174 ميل مربع في أوروبا	م س ا ح ة | ت ر ك ي ا ، | ب م ا | ف ي | ذ ل ك | ا ل ب ح ي ر ا ت ، | ت ح ت ل | 7 8 3 ، 5 6 2 | ك ي ل و م ت ر | م ر ب ع | 3 0 0 ، 9 4 8 | م ي ل | م ر ب ع | ، | م ن ه ا | 7 5 5 6 8 8 | ك ي ل و م ت ر | م ر ب ع | 2 9 1 ، 7 7 3 | م ي ل | م ر ب ع | ف ي | ج ن و ب | غ ر ب | آ س ي ا | و | 2 3 ، 7 6 4 | ك ي ل و م ت ر | م ر ب ع | 9 1 7 4 | م ي ل | م ر ب ع | ف ي | أ و ر و ب ا |	591360	FEMALE
378	2737538140842770864.wav	يطلق اسم "الفوتو سفير" على الجزء الخارجي المرئي من الشمس عند النظر إليها، ويعني ذلك المصطلح "كرة النور".	يطلق اسم الفوتو سفير على الجزء الخارجي المرئي من الشمس عند النظر إليها ويعني ذلك المصطلح كرة النور	ي ط ل ق | ا س م | ا ل ف و ت و | س ف ي ر | ع ل ى | ا ل ج ز ء | ا ل خ ا ر ج ي | ا ل م ر ئ ي | م ن | ا ل ش م س | ع ن د | ا ل ن ظ ر | إ ل ي ه ا | و ي ع ن ي | ذ ل ك | ا ل م ص ط ل ح | ك ر ة | ا ل ن و ر |	145920	FEMALE
978	9728124315643034855.wav	وهي منفصلة عن لغات التواصل المشترك، وهي لغات طبيعية مكتسبة أصبحت سائدة لسبب أو لآخر كوسيلة للتواصل بين المتحدثين بلغات أخرى.	وهي منفصلة عن لغات التواصل المشترك وهي لغات طبيعية مكتسبة أصبحت سائدة لسبب أو لآخر كوسيلة للتواصل بين المتحدثين بلغات أخرى	و ه ي | م ن ف ص ل ة | ع ن | ل غ ا ت | ا ل ت و ا ص ل | ا ل م ش ت ر ك | و ه ي | ل غ ا ت | ط ب ي ع ي ة | م ك ت س ب ة | أ ص ب ح ت | س ا ئ د ة | ل س ب ب | أ و | ل آ خ ر | ك و س ي ل ة | ل ل ت و ا ص ل | ب ي ن | ا ل م ت ح د ث ي ن | ب ل غ ا ت | أ خ ر ى |	180480	MALE
667	721957765703804278.wav	مع وجود عدد لا نهائي من التنوعات المحتملة، لا يزال هذا ما يعنيه معظم الناس عندما يتحدثون عن "الذهاب إلى عالم ديزني".	مع وجود عدد لا نهائي من التنوعات المحتملة لا يزال هذا ما يعنيه معظم الناس عندما يتحدثون عن الذهاب إلى عالم ديزني	م ع | و ج و د | ع د د | ل ا | ن ه ا ئ ي | م ن | ا ل ت ن و ع ا ت | ا ل م ح ت م ل ة | ل ا | ي ز ا ل | ه ذ ا | م ا | ي ع ن ي ه | م ع ظ م | ا ل ن ا س | ع ن د م ا | ي ت ح د ث و ن | ع ن | ا ل ذ ه ا ب | إ ل ى | ع ا ل م | د ي ز ن ي |	203520	FEMALE
881	7575048148596200922.wav	قد تستند هذه المتطلبات غالباً على البلدان التي زارها المسافر أو التي ينوي الذهاب إليها.	قد تستند هذه المتطلبات غالباً على البلدان التي زارها المسافر أو التي ينوي الذهاب إليها	ق د | ت س ت ن د | ه ذ ه | ا ل م ت ط ل ب ا ت | غ ا ل ب ا ً | ع ل ى | ا ل ب ل د ا ن | ا ل ت ي | ز ا ر ه ا | ا ل م س ا ف ر | أ و | ا ل ت ي | ي ن و ي | ا ل ذ ه ا ب | إ ل ي ه ا |	149760	MALE
1094	8651203625089684165.wav	تنتجُ معظمُ الوفيّاتِ عن الإرهاقِ في محاولةِ السّباحة عكس التيّار، وهو ما قد يكونُ مستحيلاً.	تنتجُ معظمُ الوفيّاتِ عن الإرهاقِ في محاولةِ السّباحة عكس التيّار وهو ما قد يكونُ مستحيلاً	ت ن ت ج ُ | م ع ظ م ُ | ا ل و ف ي ّ ا ت ِ | ع ن | ا ل إ ر ه ا ق ِ | ف ي | م ح ا و ل ة ِ | ا ل س ّ ب ا ح ة | ع ك س | ا ل ت ي ّ ا ر | و ه و | م ا | ق د | ي ك و ن ُ | م س ت ح ي ل ا ً |	124800	FEMALE
237	5645709215227320102.wav	ستسلك سلوك الماء. إنها شفافة تماماً كالماء.	ستسلك سلوك الماء إنها شفافة تماماً كالماء	س ت س ل ك | س ل و ك | ا ل م ا ء | إ ن ه ا | ش ف ا ف ة | ت م ا م ا ً | ك ا ل م ا ء |	72960	FEMALE
1402	17457513391728387970.wav	استهلت دولة جنوب أفريقيا -مصنفة البطولة الأولى- المنافسة كما ينبغي بتحقيقها فوز سهل بنتيجة 26 - 00 على زامبيا المصنفة الخامسة في البطولة.	استهلت دولة جنوب أفريقيا مصنفة البطولة الأولى المنافسة كما ينبغي بتحقيقها فوز سهل بنتيجة 26 - 00 على زامبيا المصنفة الخامسة في البطولة	ا س ت ه ل ت | د و ل ة | ج ن و ب | أ ف ر ي ق ي ا | م ص ن ف ة | ا ل ب ط و ل ة | ا ل أ و ل ى | ا ل م ن ا ف س ة | ك م ا | ي ن ب غ ي | ب ت ح ق ي ق ه ا | ف و ز | س ه ل | ب ن ت ي ج ة | 2 6 | - | 0 0 | ع ل ى | ز ا م ب ي ا | ا ل م ص ن ف ة | ا ل خ ا م س ة | ف ي | ا ل ب ط و ل ة |	209280	FEMALE
1094	17503992343916716946.wav	تنتجُ معظمُ الوفيّاتِ عن الإرهاقِ في محاولةِ السّباحة عكس التيّار، وهو ما قد يكونُ مستحيلاً.	تنتجُ معظمُ الوفيّاتِ عن الإرهاقِ في محاولةِ السّباحة عكس التيّار وهو ما قد يكونُ مستحيلاً	ت ن ت ج ُ | م ع ظ م ُ | ا ل و ف ي ّ ا ت ِ | ع ن | ا ل إ ر ه ا ق ِ | ف ي | م ح ا و ل ة ِ | ا ل س ّ ب ا ح ة | ع ك س | ا ل ت ي ّ ا ر | و ه و | م ا | ق د | ي ك و ن ُ | م س ت ح ي ل ا ً |	89280	FEMALE
1430	436961671305022918.wav	يعتقد العديد من علماء الحفريات اليوم أن مجموعة واحدة من الديناصورات قد نجت وهي على قيد الحياة اليوم. ونسميها الطيور.	يعتقد العديد من علماء الحفريات اليوم أن مجموعة واحدة من الديناصورات قد نجت وهي على قيد الحياة اليوم ونسميها الطيور	ي ع ت ق د | ا ل ع د ي د | م ن | ع ل م ا ء | ا ل ح ف ر ي ا ت | ا ل ي و م | أ ن | م ج م و ع ة | و ا ح د ة | م ن | ا ل د ي ن ا ص و ر ا ت | ق د | ن ج ت | و ه ي | ع ل ى | ق ي د | ا ل ح ي ا ة | ا ل ي و م | و ن س م ي ه ا | ا ل ط ي و ر |	175680	FEMALE
354	14974066746512674573.wav	جزيئات الماء تُشكل جلداً غير مرئي على سطح الماء مما يسمح لأشياء بالطفو على سطح الماء مثل الإبرة.	جزيئات الماء تُشكل جلداً غير مرئي على سطح الماء مما يسمح لأشياء بالطفو على سطح الماء مثل الإبرة	ج ز ي ئ ا ت | ا ل م ا ء | ت ُ ش ك ل | ج ل د ا ً | غ ي ر | م ر ئ ي | ع ل ى | س ط ح | ا ل م ا ء | م م ا | ي س م ح | ل أ ش ي ا ء | ب ا ل ط ف و | ع ل ى | س ط ح | ا ل م ا ء | م ث ل | ا ل إ ب ر ة |	158400	FEMALE
1238	4549824298804862999.wav	تقع شواطئ طرق تاماكي على مرفأ ويتيماتا، في ضواحي خليج ميشن وسانت هيليرز في وسط أوكلاند.	تقع شواطئ طرق تاماكي على مرفأ ويتيماتا في ضواحي خليج ميشن وسانت هيليرز في وسط أوكلاند	ت ق ع | ش و ا ط ئ | ط ر ق | ت ا م ا ك ي | ع ل ى | م ر ف أ | و ي ت ي م ا ت ا | ف ي | ض و ا ح ي | خ ل ي ج | م ي ش ن | و س ا ن ت | ه ي ل ي ر ز | ف ي | و س ط | أ و ك ل ا ن د |	159360	FEMALE
510	16487791850424939452.wav	هو ليس عجز تعلم لكنه خلل في التعلم؛ وهو "يؤثر على ما نسبته 3 إلى 5 بالمائة من كل الأطفال، ربما ما يعادل 2 مليون من الأطفال الأمريكيين."	هو ليس عجز تعلم لكنه خلل في التعلم وهو يؤثر على ما نسبته 3 إلى 5 بالمائة من كل الأطفال ربما ما يعادل 2 مليون من الأطفال الأمريكيين	ه و | ل ي س | ع ج ز | ت ع ل م | ل ك ن ه | خ ل ل | ف ي | ا ل ت ع ل م | و ه و | ي ؤ ث ر | ع ل ى | م ا | ن س ب ت ه | 3 | إ ل ى | 5 | ب ا ل م ا ئ ة | م ن | ك ل | ا ل أ ط ف ا ل | ر ب م ا | م ا | ي ع ا د ل | 2 | م ل ي و ن | م ن | ا ل أ ط ف ا ل | ا ل أ م ر ي ك ي ي ن |	168000	MALE
115	9912044293302533513.wav	هذه هي عملية الاستحواذ الأكبر بتاريخ إيباي.	هذه هي عملية الاستحواذ الأكبر بتاريخ إيباي	ه ذ ه | ه ي | ع م ل ي ة | ا ل ا س ت ح و ا ذ | ا ل أ ك ب ر | ب ت ا ر ي خ | إ ي ب ا ي |	70080	FEMALE
15	6027940596622044988.wav	بعد المباراة، أفاد "ملك الملاعب الترابية": "أنا متحمس للعودة في الجولات الأخيرة لأهم الأحداث، فأنا هنا لمحاولة الفوز بهذا."	بعد المباراة أفاد ملك الملاعب الترابية أنا متحمس للعودة في الجولات الأخيرة لأهم الأحداث فأنا هنا لمحاولة الفوز بهذا	ب ع د | ا ل م ب ا ر ا ة | أ ف ا د | م ل ك | ا ل م ل ا ع ب | ا ل ت ر ا ب ي ة | أ ن ا | م ت ح م س | ل ل ع و د ة | ف ي | ا ل ج و ل ا ت | ا ل أ خ ي ر ة | ل أ ه م | ا ل أ ح د ا ث | ف أ ن ا | ه ن ا | ل م ح ا و ل ة | ا ل ف و ز | ب ه ذ ا |	181440	FEMALE
707	4338954102996719117.wav	الجبل المرتفع فوق الطرف الشمالي من ماتشو بيتشو هو هذا الجبل شديد الانحدار، وغالباً ما يكون خلفية للعديد من صور الآثار.	الجبل المرتفع فوق الطرف الشمالي من ماتشو بيتشو هو هذا الجبل شديد الانحدار وغالباً ما يكون خلفية للعديد من صور الآثار	ا ل ج ب ل | ا ل م ر ت ف ع | ف و ق | ا ل ط ر ف | ا ل ش م ا ل ي | م ن | م ا ت ش و | ب ي ت ش و | ه و | ه ذ ا | ا ل ج ب ل | ش د ي د | ا ل ا ن ح د ا ر | و غ ا ل ب ا ً | م ا | ي ك و ن | خ ل ف ي ة | ل ل ع د ي د | م ن | ص و ر | ا ل آ ث ا ر |	185280	FEMALE
