1408	14937804473151608532.wav	Δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη Σουηδία, καθώς και για άλλες 28 χώρες.	δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη σουηδία καθώς και για άλλες 28 χώρες	δ η μ ι ο ύ ρ γ η σ ε | π ε ρ ι σ σ ό τ ε ρ α | α π ό | 1 . 0 0 0 | γ ρ α μ μ α τ ό σ η μ α | γ ι α | τ η | σ ο υ η δ ί α | κ α θ ώ ς | κ α ι | γ ι α | ά λ λ ε ς | 2 8 | χ ώ ρ ε ς |	121920	MALE
1259	5244851416392881199.wav	Η συμβολή του τροχού στον κόσμο είναι εκπληκτική. Το σπουδαιότερο απ' όλα είναι η πιο απλή και γρήγορη μετακίνηση.	η συμβολή του τροχού στον κόσμο είναι εκπληκτική το σπουδαιότερο απ' όλα είναι η πιο απλή και γρήγορη μετακίνηση	η | σ υ μ β ο λ ή | τ ο υ | τ ρ ο χ ο ύ | σ τ ο ν | κ ό σ μ ο | ε ί ν α ι | ε κ π λ η κ τ ι κ ή | τ ο | σ π ο υ δ α ι ό τ ε ρ ο | α π ' | ό λ α | ε ί ν α ι | η | π ι ο | α π λ ή | κ α ι | γ ρ ή γ ο ρ η | μ ε τ α κ ί ν η σ η |	135680	FEMALE
209	5878841065379417510.wav	Σύμφωνα με δηλώσεις, εξερράγη διαμέρισμα στη Macbeth Street από διαρροή αερίου.	σύμφωνα με δηλώσεις εξερράγη διαμέρισμα στη macbeth street από διαρροή αερίου	σ ύ μ φ ω ν α | μ ε | δ η λ ώ σ ε ι ς | ε ξ ε ρ ρ ά γ η | δ ι α μ έ ρ ι σ μ α | σ τ η | m a c b e t h | s t r e e t | α π ό | δ ι α ρ ρ ο ή | α ε ρ ί ο υ |	123840	FEMALE
768	9477405882071141468.wav	Το Πεκίνο θα υποδεχθεί τις τελετές αρχής και τέλους όπως και τα αγωνίσματα στον πάγο σε εσωτερικό χώρο.	το πεκίνο θα υποδεχθεί τις τελετές αρχής και τέλους όπως και τα αγωνίσματα στον πάγο σε εσωτερικό χώρο	τ ο | π ε κ ί ν ο | θ α | υ π ο δ ε χ θ ε ί | τ ι ς | τ ε λ ε τ έ ς | α ρ χ ή ς | κ α ι | τ έ λ ο υ ς | ό π ω ς | κ α ι | τ α | α γ ω ν ί σ μ α τ α | σ τ ο ν | π ά γ ο | σ ε | ε σ ω τ ε ρ ι κ ό | χ ώ ρ ο |	178560	MALE
309	2435667027688619065.wav	Εκτός από πρώην ολυμπιονίκης και παγκόσμιος πρωταθλητής, ο Σάιτο, πριν το τέλος της ζωής του, ήταν και πρόεδρος της εκπαιδευτικής επιτροπής της Ιαπωνικής Ομοσπονδίας Τζούντο.	εκτός από πρώην ολυμπιονίκης και παγκόσμιος πρωταθλητής ο σάιτο πριν το τέλος της ζωής του ήταν και πρόεδρος της εκπαιδευτικής επιτροπής της ιαπωνικής ομοσπονδίας τζούντο	ε κ τ ό ς | α π ό | π ρ ώ η ν | ο λ υ μ π ι ο ν ί κ η ς | κ α ι | π α γ κ ό σ μ ι ο ς | π ρ ω τ α θ λ η τ ή ς | ο | σ ά ι τ ο | π ρ ι ν | τ ο | τ έ λ ο ς | τ η ς | ζ ω ή ς | τ ο υ | ή τ α ν | κ α ι | π ρ ό ε δ ρ ο ς | τ η ς | ε κ π α ι δ ε υ τ ι κ ή ς | ε π ι τ ρ ο π ή ς | τ η ς | ι α π ω ν ι κ ή ς | ο μ ο σ π ο ν δ ί α ς | τ ζ ο ύ ν τ ο |	228800	FEMALE
299	7815662961530407647.wav	Στη νομοθετική περίοδο συνέβη μετατροπή όταν η δεύτερη σειρά σβήστηκε αρχικά από τη Bουλή και έπειτα επικυρώθηκε με συναφή σύσταση από τους γερουσιαστές τη Δευτέρα.	στη νομοθετική περίοδο συνέβη μετατροπή όταν η δεύτερη σειρά σβήστηκε αρχικά από τη bουλή και έπειτα επικυρώθηκε με συναφή σύσταση από τους γερουσιαστές τη δευτέρα	σ τ η | ν ο μ ο θ ε τ ι κ ή | π ε ρ ί ο δ ο | σ υ ν έ β η | μ ε τ α τ ρ ο π ή | ό τ α ν | η | δ ε ύ τ ε ρ η | σ ε ι ρ ά | σ β ή σ τ η κ ε | α ρ χ ι κ ά | α π ό | τ η | b ο υ λ ή | κ α ι | έ π ε ι τ α | ε π ι κ υ ρ ώ θ η κ ε | μ ε | σ υ ν α φ ή | σ ύ σ τ α σ η | α π ό | τ ο υ ς | γ ε ρ ο υ σ ι α σ τ έ ς | τ η | δ ε υ τ έ ρ α |	183680	FEMALE
1253	13103838044399879240.wav	Διεξήγαγαν δύο πειράματα στα οποία σημείωναν είτε το DNA στον φάγο με τη χρήση ραδιενεργού φωσφόρου είτε την πρωτεΐνη του φάγου με χρήση ραδιενεργού θείου.	διεξήγαγαν δύο πειράματα στα οποία σημείωναν είτε το dna στον φάγο με τη χρήση ραδιενεργού φωσφόρου είτε την πρωτεΐνη του φάγου με χρήση ραδιενεργού θείου	δ ι ε ξ ή γ α γ α ν | δ ύ ο | π ε ι ρ ά μ α τ α | σ τ α | ο π ο ί α | σ η μ ε ί ω ν α ν | ε ί τ ε | τ ο | d n a | σ τ ο ν | φ ά γ ο | μ ε | τ η | χ ρ ή σ η | ρ α δ ι ε ν ε ρ γ ο ύ | φ ω σ φ ό ρ ο υ | ε ί τ ε | τ η ν | π ρ ω τ ε ΐ ν η | τ ο υ | φ ά γ ο υ | μ ε | χ ρ ή σ η | ρ α δ ι ε ν ε ρ γ ο ύ | θ ε ί ο υ |	139200	FEMALE
244	537159543485840424.wav	«Ευχαριστώ όσους υποστήριξαν μια κατάδικο σαν εμένα» δήλωσε η Σιριπόρν σε μια συνέντευξη τύπου.	«ευχαριστώ όσους υποστήριξαν μια κατάδικο σαν εμένα» δήλωσε η σιριπόρν σε μια συνέντευξη τύπου	« ε υ χ α ρ ι σ τ ώ | ό σ ο υ ς | υ π ο σ τ ή ρ ι ξ α ν | μ ι α | κ α τ ά δ ι κ ο | σ α ν | ε μ έ ν α » | δ ή λ ω σ ε | η | σ ι ρ ι π ό ρ ν | σ ε | μ ι α | σ υ ν έ ν τ ε υ ξ η | τ ύ π ο υ |	129600	MALE
464	8320721734197673663.wav	Δυστυχώς, όταν φτιάχνετε ένα DVD, τα πλαίσια της εικόνας μπορεί να κοπούν, ενώ εάν το βίντεο είχε υπότιτλους κοντά στο κάτω μέρος, δεν θα φαίνονται ολόκληροι.	δυστυχώς όταν φτιάχνετε ένα dvd τα πλαίσια της εικόνας μπορεί να κοπούν ενώ εάν το βίντεο είχε υπότιτλους κοντά στο κάτω μέρος δεν θα φαίνονται ολόκληροι	δ υ σ τ υ χ ώ ς | ό τ α ν | φ τ ι ά χ ν ε τ ε | έ ν α | d v d | τ α | π λ α ί σ ι α | τ η ς | ε ι κ ό ν α ς | μ π ο ρ ε ί | ν α | κ ο π ο ύ ν | ε ν ώ | ε ά ν | τ ο | β ί ν τ ε ο | ε ί χ ε | υ π ό τ ι τ λ ο υ ς | κ ο ν τ ά | σ τ ο | κ ά τ ω | μ έ ρ ο ς | δ ε ν | θ α | φ α ί ν ο ν τ α ι | ο λ ό κ λ η ρ ο ι |	196800	MALE
850	708522942057318146.wav	To γεύμα Hangi φτιάχνετε σε μια καυτή λακκούβα μέσα στο έδαφος.	to γεύμα hangi φτιάχνετε σε μια καυτή λακκούβα μέσα στο έδαφος	t o | γ ε ύ μ α | h a n g i | φ τ ι ά χ ν ε τ ε | σ ε | μ ι α | κ α υ τ ή | λ α κ κ ο ύ β α | μ έ σ α | σ τ ο | έ δ α φ ο ς |	106560	FEMALE
1318	17621899341735453668.wav	Ο πρωθυπουργός Στήβεν Χάρπερ συμφώνησε να στείλει τον «νόμο για τον καθαρό αέρα» της κυβέρνησης σε μια διακομματική επιτροπή για αναθεώρηση πριν τη δεύτερη ανάγνωσή της, μετά την διάσκεψη της Τετάρτης διάρκειας 25 λεπτών με τον αρχηγό του Νέου Δημοκρατικού Κόμματος, Τζακ Λέιτον.	ο πρωθυπουργός στήβεν χάρπερ συμφώνησε να στείλει τον «νόμο για τον καθαρό αέρα» της κυβέρνησης σε μια διακομματική επιτροπή για αναθεώρηση πριν τη δεύτερη ανάγνωσή της μετά την διάσκεψη της τετάρτης διάρκειας 25 λεπτών με τον αρχηγό του νέου δημοκρατικού κόμματος τζακ λέιτον	ο | π ρ ω θ υ π ο υ ρ γ ό ς | σ τ ή β ε ν | χ ά ρ π ε ρ | σ υ μ φ ώ ν η σ ε | ν α | σ τ ε ί λ ε ι | τ ο ν | « ν ό μ ο | γ ι α | τ ο ν | κ α θ α ρ ό | α έ ρ α » | τ η ς | κ υ β έ ρ ν η σ η ς | σ ε | μ ι α | δ ι α κ ο μ μ α τ ι κ ή | ε π ι τ ρ ο π ή | γ ι α | α ν α θ ε ώ ρ η σ η | π ρ ι ν | τ η | δ ε ύ τ ε ρ η | α ν ά γ ν ω σ ή | τ η ς | μ ε τ ά | τ η ν | δ ι ά σ κ ε ψ η | τ η ς | τ ε τ ά ρ τ η ς | δ ι ά ρ κ ε ι α ς | 2 5 | λ ε π τ ώ ν | μ ε | τ ο ν | α ρ χ η γ ό | τ ο υ | ν έ ο υ | δ η μ ο κ ρ α τ ι κ ο ύ | κ ό μ μ α τ ο ς | τ ζ α κ | λ έ ι τ ο ν |	266880	MALE
66	2072666363252503644.wav	Οι διαμαρτυρόμενοι εύχονται να αποκτήσουν μια επιστολή σχεδόν ενάμιση εκατομμυρίων συμμετεχόντων την οποία θα παρουσιάσουν τον Νοέμβρη στο Κογκρέσο της χώρας.	οι διαμαρτυρόμενοι εύχονται να αποκτήσουν μια επιστολή σχεδόν ενάμιση εκατομμυρίων συμμετεχόντων την οποία θα παρουσιάσουν τον νοέμβρη στο κογκρέσο της χώρας	ο ι | δ ι α μ α ρ τ υ ρ ό μ ε ν ο ι | ε ύ χ ο ν τ α ι | ν α | α π ο κ τ ή σ ο υ ν | μ ι α | ε π ι σ τ ο λ ή | σ χ ε δ ό ν | ε ν ά μ ι σ η | ε κ α τ ο μ μ υ ρ ί ω ν | σ υ μ μ ε τ ε χ ό ν τ ω ν | τ η ν | ο π ο ί α | θ α | π α ρ ο υ σ ι ά σ ο υ ν | τ ο ν | ν ο έ μ β ρ η | σ τ ο | κ ο γ κ ρ έ σ ο | τ η ς | χ ώ ρ α ς |	192000	FEMALE
858	6361409984983438198.wav	Θα μπορούσατε να χρησιμοποιηθείτε ως μεταφορέας ναρκωτικών εν αγνοία σας, γεγονός που θα σας προκαλούσε πολλά προβλήματα.	θα μπορούσατε να χρησιμοποιηθείτε ως μεταφορέας ναρκωτικών εν αγνοία σας γεγονός που θα σας προκαλούσε πολλά προβλήματα	θ α | μ π ο ρ ο ύ σ α τ ε | ν α | χ ρ η σ ι μ ο π ο ι η θ ε ί τ ε | ω ς | μ ε τ α φ ο ρ έ α ς | ν α ρ κ ω τ ι κ ώ ν | ε ν | α γ ν ο ί α | σ α ς | γ ε γ ο ν ό ς | π ο υ | θ α | σ α ς | π ρ ο κ α λ ο ύ σ ε | π ο λ λ ά | π ρ ο β λ ή μ α τ α |	149760	FEMALE
1274	101094283446495661.wav	Η Νότια Αφρική, η οποία φαινόταν να βρίσκεται εμφανώς εκτός φόρμας στον αγώνα ενάντια στις νότιες αδερφές, παρουσίασε σταθερή βελτίωση καθώς προχωρούσε το τουρνουά.	η νότια αφρική η οποία φαινόταν να βρίσκεται εμφανώς εκτός φόρμας στον αγώνα ενάντια στις νότιες αδερφές παρουσίασε σταθερή βελτίωση καθώς προχωρούσε το τουρνουά	η | ν ό τ ι α | α φ ρ ι κ ή | η | ο π ο ί α | φ α ι ν ό τ α ν | ν α | β ρ ί σ κ ε τ α ι | ε μ φ α ν ώ ς | ε κ τ ό ς | φ ό ρ μ α ς | σ τ ο ν | α γ ώ ν α | ε ν ά ν τ ι α | σ τ ι ς | ν ό τ ι ε ς | α δ ε ρ φ έ ς | π α ρ ο υ σ ί α σ ε | σ τ α θ ε ρ ή | β ε λ τ ί ω σ η | κ α θ ώ ς | π ρ ο χ ω ρ ο ύ σ ε | τ ο | τ ο υ ρ ν ο υ ά |	204480	FEMALE
1308	8162137371592049004.wav	Τα γλυκά της Γερμανίας είναι αρκετά ποιοτικά ενώ στη Βαυαρία τα βρίσκει κανείς σε πληθώρα και ποικιλία, αντίστοιχα με αυτά της νότιας γειτονικής της χώρας της Αυστρίας.	τα γλυκά της γερμανίας είναι αρκετά ποιοτικά ενώ στη βαυαρία τα βρίσκει κανείς σε πληθώρα και ποικιλία αντίστοιχα με αυτά της νότιας γειτονικής της χώρας της αυστρίας	τ α | γ λ υ κ ά | τ η ς | γ ε ρ μ α ν ί α ς | ε ί ν α ι | α ρ κ ε τ ά | π ο ι ο τ ι κ ά | ε ν ώ | σ τ η | β α υ α ρ ί α | τ α | β ρ ί σ κ ε ι | κ α ν ε ί ς | σ ε | π λ η θ ώ ρ α | κ α ι | π ο ι κ ι λ ί α | α ν τ ί σ τ ο ι χ α | μ ε | α υ τ ά | τ η ς | ν ό τ ι α ς | γ ε ι τ ο ν ι κ ή ς | τ η ς | χ ώ ρ α ς | τ η ς | α υ σ τ ρ ί α ς |	155520	FEMALE
1215	10041045579699341011.wav	Ο Δρ Έχουντ Ουρ, καθηγητής ιατρικής του Πανεπιστημίου Νταλουζί στο Χάλιφαξ της Νέας Σκωτίας και πρόεδρος του κλινικού και επιστημονικού τμήματος της Καναδικής Ένωσης Διαβήτη επεσήμανε ότι η έρευνα βρίσκεται ακόμη σε αρχικό στάδιο.	ο δρ έχουντ ουρ καθηγητής ιατρικής του πανεπιστημίου νταλουζί στο χάλιφαξ της νέας σκωτίας και πρόεδρος του κλινικού και επιστημονικού τμήματος της καναδικής ένωσης διαβήτη επεσήμανε ότι η έρευνα βρίσκεται ακόμη σε αρχικό στάδιο	ο | δ ρ | έ χ ο υ ν τ | ο υ ρ | κ α θ η γ η τ ή ς | ι α τ ρ ι κ ή ς | τ ο υ | π α ν ε π ι σ τ η μ ί ο υ | ν τ α λ ο υ ζ ί | σ τ ο | χ ά λ ι φ α ξ | τ η ς | ν έ α ς | σ κ ω τ ί α ς | κ α ι | π ρ ό ε δ ρ ο ς | τ ο υ | κ λ ι ν ι κ ο ύ | κ α ι | ε π ι σ τ η μ ο ν ι κ ο ύ | τ μ ή μ α τ ο ς | τ η ς | κ α ν α δ ι κ ή ς | έ ν ω σ η ς | δ ι α β ή τ η | ε π ε σ ή μ α ν ε | ό τ ι | η | έ ρ ε υ ν α | β ρ ί σ κ ε τ α ι | α κ ό μ η | σ ε | α ρ χ ι κ ό | σ τ ά δ ι ο |	214080	FEMALE
474	9318217266998335831.wav	Αυτό σηματοδότησε μια σημαντική αλλαγή, καθώς οι ευρωπαϊκές δυνάμεις δεν θα διέθεταν πια την πρόφαση των θρησκευτικών πολέμων. Επομένως, ο Τριακονταετής Πόλεμος θα αποτελούσε τον τελευταίο πόλεμο που θα κατατασσόταν στους θρησκευτικούς πολέμους.	αυτό σηματοδότησε μια σημαντική αλλαγή καθώς οι ευρωπαϊκές δυνάμεις δεν θα διέθεταν πια την πρόφαση των θρησκευτικών πολέμων επομένως ο τριακονταετής πόλεμος θα αποτελούσε τον τελευταίο πόλεμο που θα κατατασσόταν στους θρησκευτικούς πολέμους	α υ τ ό | σ η μ α τ ο δ ό τ η σ ε | μ ι α | σ η μ α ν τ ι κ ή | α λ λ α γ ή | κ α θ ώ ς | ο ι | ε υ ρ ω π α ϊ κ έ ς | δ υ ν ά μ ε ι ς | δ ε ν | θ α | δ ι έ θ ε τ α ν | π ι α | τ η ν | π ρ ό φ α σ η | τ ω ν | θ ρ η σ κ ε υ τ ι κ ώ ν | π ο λ έ μ ω ν | ε π ο μ έ ν ω ς | ο | τ ρ ι α κ ο ν τ α ε τ ή ς | π ό λ ε μ ο ς | θ α | α π ο τ ε λ ο ύ σ ε | τ ο ν | τ ε λ ε υ τ α ί ο | π ό λ ε μ ο | π ο υ | θ α | κ α τ α τ α σ σ ό τ α ν | σ τ ο υ ς | θ ρ η σ κ ε υ τ ι κ ο ύ ς | π ο λ έ μ ο υ ς |	312000	MALE
1498	1620456919540584285.wav	Καθόλη τη διάρκεια του έτους, πραγματοποιούνται στον ύφαλο πολλά ταξίδια και οι τραυματισμοί που οφείλονται σε κάποια από αυτές τις αιτίες, στον ύφαλο είναι σπάνιοι.	καθόλη τη διάρκεια του έτους πραγματοποιούνται στον ύφαλο πολλά ταξίδια και οι τραυματισμοί που οφείλονται σε κάποια από αυτές τις αιτίες στον ύφαλο είναι σπάνιοι	κ α θ ό λ η | τ η | δ ι ά ρ κ ε ι α | τ ο υ | έ τ ο υ ς | π ρ α γ μ α τ ο π ο ι ο ύ ν τ α ι | σ τ ο ν | ύ φ α λ ο | π ο λ λ ά | τ α ξ ί δ ι α | κ α ι | ο ι | τ ρ α υ μ α τ ι σ μ ο ί | π ο υ | ο φ ε ί λ ο ν τ α ι | σ ε | κ ά π ο ι α | α π ό | α υ τ έ ς | τ ι ς | α ι τ ί ε ς | σ τ ο ν | ύ φ α λ ο | ε ί ν α ι | σ π ά ν ι ο ι |	149760	MALE
