1039	303579745687635629.wav	Այն ինչ ես ասում եմ մարդկանց սա է՝ վերաբերվեք մեզ այնպես, ինչպես մենք ենք ձեզ վերաբերվում։	այն ինչ ես ասում եմ մարդկանց սա է վերաբերվեք մեզ այնպես ինչպես մենք ենք ձեզ վերաբերվում	ա յ ն | ի ն չ | ե ս | ա ս ո ւ մ | ե մ | մ ա ր դ կ ա ն ց | ս ա | է | վ ե ր ա բ ե ր վ ե ք | մ ե զ | ա յ ն պ ե ս | ի ն չ պ ե ս | մ ե ն ք | ե ն ք | ձ ե զ | վ ե ր ա բ ե ր վ ո ւ մ |	139200	MALE
464	16201696171508683177.wav	Ցավոք սրտի, երբ դուք DVD եք պատրաստում, ամենայն հավանականությամբ, դրա եզրերը նույնպես կկտրվեն, իսկ եթե տեսանյութի ենթագրերը ներքևի հատվածին շատ մոտ են, ապա դրանք ամբողջովին չեն երևա:	ցավոք սրտի երբ դուք dvd եք պատրաստում ամենայն հավանականությամբ դրա եզրերը նույնպես կկտրվեն իսկ եթե տեսանյութի ենթագրերը ներքևի հատվածին շատ մոտ են ապա դրանք ամբողջովին չեն երևա	ց ա վ ո ք | ս ր տ ի | ե ր բ | դ ո ւ ք | d v d | ե ք | պ ա տ ր ա ս տ ո ւ մ | ա մ ե ն ա յ ն | հ ա վ ա ն ա կ ա ն ո ւ թ յ ա մ բ | դ ր ա | ե զ ր ե ր ը | ն ո ւ յ ն պ ե ս | կ կ տ ր վ ե ն | ի ս կ | ե թ ե | տ ե ս ա ն յ ո ւ թ ի | ե ն թ ա գ ր ե ր ը | ն ե ր ք և ի | հ ա տ վ ա ծ ի ն | շ ա տ | մ ո տ | ե ն | ա պ ա | դ ր ա ն ք | ա մ բ ո ղ ջ ո վ ի ն | չ ե ն | ե ր և ա |	293760	FEMALE
753	5605997295697974357.wav	Կարճ ասած, սեփական մեքենան լավ միջոց է ճանապարհային ճամփորդություն իրականացնելու համար, բայց հազվադեպ է «ճամբար» գնալու միջոց:	կարճ ասած սեփական մեքենան լավ միջոց է ճանապարհային ճամփորդություն իրականացնելու համար բայց հազվադեպ է ճամբար գնալու միջոց	կ ա ր ճ | ա ս ա ծ | ս ե փ ա կ ա ն | մ ե ք ե ն ա ն | լ ա վ | մ ի ջ ո ց | է | ճ ա ն ա պ ա ր հ ա յ ի ն | ճ ա մ փ ո ր դ ո ւ թ յ ո ւ ն | ի ր ա կ ա ն ա ց ն ե լ ո ւ | հ ա մ ա ր | բ ա յ ց | հ ա զ վ ա դ ե պ | է | ճ ա մ բ ա ր | գ ն ա լ ո ւ | մ ի ջ ո ց |	160320	FEMALE
920	15612989388991842928.wav	Դա կարող է թույլ տալ գումար խնայել գլոբալ տեղորոշման համակարգի համար նոր քարտեզներ կամ առանձին ԳՏՀ սարք գնելու կամ ավտոմեքենաների վարձույթով զբաղվող ընկերությունից այն վարձակալելու հաշվին:	դա կարող է թույլ տալ գումար խնայել գլոբալ տեղորոշման համակարգի համար նոր քարտեզներ կամ առանձին գտհ սարք գնելու կամ ավտոմեքենաների վարձույթով զբաղվող ընկերությունից այն վարձակալելու հաշվին	դ ա | կ ա ր ո ղ | է | թ ո ւ յ լ | տ ա լ | գ ո ւ մ ա ր | խ ն ա յ ե լ | գ լ ո բ ա լ | տ ե ղ ո ր ո շ մ ա ն | հ ա մ ա կ ա ր գ ի | հ ա մ ա ր | ն ո ր | ք ա ր տ ե զ ն ե ր | կ ա մ | ա ռ ա ն ձ ի ն | գ տ հ | ս ա ր ք | գ ն ե լ ո ւ | կ ա մ | ա վ տ ո մ ե ք ե ն ա ն ե ր ի | վ ա ր ձ ո ւ յ թ ո վ | զ բ ա ղ վ ո ղ | ը ն կ ե ր ո ւ թ յ ո ւ ն ի ց | ա յ ն | վ ա ր ձ ա կ ա լ ե լ ո ւ | հ ա շ վ ի ն |	249600	MALE
312	2042765399448521426.wav	Մեկ տարի առաջ զույգն ամուսնացել էր Տեքսասում և եկել Բուֆալո, որպեսզի տոնի ընկերների և բարեկամների հետ:	մեկ տարի առաջ զույգն ամուսնացել էր տեքսասում և եկել բուֆալո որպեսզի տոնի ընկերների և բարեկամների հետ	մ ե կ | տ ա ր ի | ա ռ ա ջ | զ ո ւ յ գ ն | ա մ ո ւ ս ն ա ց ե լ | է ր | տ ե ք ս ա ս ո ւ մ | և | ե կ ե լ | բ ո ւ ֆ ա լ ո | ո ր պ ե ս զ ի | տ ո ն ի | ը ն կ ե ր ն ե ր ի | և | բ ա ր ե կ ա մ ն ե ր ի | հ ե տ |	144960	FEMALE
1337	2734787893315640475.wav	Ֆրանսիան այս վիրուսով տառապող՝ Եվրոպական Միության յոթերորդ երկիրն է՝ Ավստրիայից, Գերմանիայից, Սլովենիայից, Բուլղարիայից, Հունաստանից և Իտալիայից հետո:	ֆրանսիան այս վիրուսով տառապող եվրոպական միության յոթերորդ երկիրն է ավստրիայից գերմանիայից սլովենիայից բուլղարիայից հունաստանից և իտալիայից հետո	ֆ ր ա ն ս ի ա ն | ա յ ս | վ ի ր ո ւ ս ո վ | տ ա ռ ա պ ո ղ | ե վ ր ո պ ա կ ա ն | մ ի ո ւ թ յ ա ն | յ ո թ ե ր ո ր դ | ե ր կ ի ր ն | է | ա վ ս տ ր ի ա յ ի ց | գ ե ր մ ա ն ի ա յ ի ց | ս լ ո վ ե ն ի ա յ ի ց | բ ո ւ լ ղ ա ր ի ա յ ի ց | հ ո ւ ն ա ս տ ա ն ի ց | և | ի տ ա լ ի ա յ ի ց | հ ե տ ո |	238080	MALE
878	2188939533769818326.wav	Վարակիչ հիվանդությունն առաջանում է պաթոգենի կողմից, ինչպես օրինակ՝ վիրուսը, բակտերիան, սունկը և այլ մակաբույծները:	վարակիչ հիվանդությունն առաջանում է պաթոգենի կողմից ինչպես օրինակ վիրուսը բակտերիան սունկը և այլ մակաբույծները	վ ա ր ա կ ի չ | հ ի վ ա ն դ ո ւ թ յ ո ւ ն ն | ա ռ ա ջ ա ն ո ւ մ | է | պ ա թ ո գ ե ն ի | կ ո ղ մ ի ց | ի ն չ պ ե ս | օ ր ի ն ա կ | վ ի ր ո ւ ս ը | բ ա կ տ ե ր ի ա ն | ս ո ւ ն կ ը | և | ա յ լ | մ ա կ ա բ ո ւ յ ծ ն ե ր ը |	213120	FEMALE
1274	5276460983733132868.wav	Խաղում ունենալով վճռականորեն մռայլ տեսք ի տարբերություն իրենց հարավային քույրերի՝ Հարավային Աֆրիկան, այնուամենայնիվ, բարելավեց իր դիրքերը մրցաշարի առաջընթացին զուգահեռ:	խաղում ունենալով վճռականորեն մռայլ տեսք ի տարբերություն իրենց հարավային քույրերի հարավային աֆրիկան այնուամենայնիվ բարելավեց իր դիրքերը մրցաշարի առաջընթացին զուգահեռ	խ ա ղ ո ւ մ | ո ւ ն ե ն ա լ ո վ | վ ճ ռ ա կ ա ն ո ր ե ն | մ ռ ա յ լ | տ ե ս ք | ի | տ ա ր բ ե ր ո ւ թ յ ո ւ ն | ի ր ե ն ց | հ ա ր ա վ ա յ ի ն | ք ո ւ յ ր ե ր ի | հ ա ր ա վ ա յ ի ն | ա ֆ ր ի կ ա ն | ա յ ն ո ւ ա մ ե ն ա յ ն ի վ | բ ա ր ե լ ա վ ե ց | ի ր | դ ի ր ք ե ր ը | մ ր ց ա շ ա ր ի | ա ռ ա ջ ը ն թ ա ց ի ն | զ ո ւ գ ա հ ե ռ |	197760	MALE
1224	8428229746815630304.wav	Ընդհանուր առմամբ նույնիսկ իմաստ չունի զեղչեր փնտրել Ա կետից Բ կետ հասնելու նպատակով ուղիղ չվերթների բիզնես կամ առաջին կարգի տեղերի համար:	ընդհանուր առմամբ նույնիսկ իմաստ չունի զեղչեր փնտրել ա կետից բ կետ հասնելու նպատակով ուղիղ չվերթների բիզնես կամ առաջին կարգի տեղերի համար	ը ն դ հ ա ն ո ւ ր | ա ռ մ ա մ բ | ն ո ւ յ ն ի ս կ | ի մ ա ս տ | չ ո ւ ն ի | զ ե ղ չ ե ր | փ ն տ ր ե լ | ա | կ ե տ ի ց | բ | կ ե տ | հ ա ս ն ե լ ո ւ | ն պ ա տ ա կ ո վ | ո ւ ղ ի ղ | չ վ ե ր թ ն ե ր ի | բ ի զ ն ե ս | կ ա մ | ա ռ ա ջ ի ն | կ ա ր գ ի | տ ե ղ ե ր ի | հ ա մ ա ր |	156480	MALE
129	1218214519451789322.wav	Արվեստին նվիրված միջոցառումը ևս կազմում է Բուխարեստի քաղաքապետարանի կողմից կազմակերպված քարոզարշավի մի մաս, որի նպատակը Ռումինիայի մայրաքաղաքը վերածնված՝ ստեղծարար և գույնզգույն ներկայացնելն է:	արվեստին նվիրված միջոցառումը ևս կազմում է բուխարեստի քաղաքապետարանի կողմից կազմակերպված քարոզարշավի մի մաս որի նպատակը ռումինիայի մայրաքաղաքը վերածնված ստեղծարար և գույնզգույն ներկայացնելն է	ա ր վ ե ս տ ի ն | ն վ ի ր վ ա ծ | մ ի ջ ո ց ա ռ ո ւ մ ը | և ս | կ ա զ մ ո ւ մ | է | բ ո ւ խ ա ր ե ս տ ի | ք ա ղ ա ք ա պ ե տ ա ր ա ն ի | կ ո ղ մ ի ց | կ ա զ մ ա կ ե ր պ վ ա ծ | ք ա ր ո զ ա ր շ ա վ ի | մ ի | մ ա ս | ո ր ի | ն պ ա տ ա կ ը | ռ ո ւ մ ի ն ի ա յ ի | մ ա յ ր ա ք ա ղ ա ք ը | վ ե ր ա ծ ն վ ա ծ | ս տ ե ղ ծ ա ր ա ր | և | գ ո ւ յ ն զ գ ո ւ յ ն | ն ե ր կ ա յ ա ց ն ե լ ն | է |	230400	FEMALE
121	16057030628764633284.wav	Էյ-Սի-Էմ-Էյը նաև պարզեց, որ չնայած տեսանյութը տարածվել էր ինտերնետում, Բիգ Բրադրը չի խախտել առցանց բովանդակության գրաքննության օրենքները, քանի որ նյութը չի պահպանվել Բիգ Բրադրսի կայքէջում:	էյ-սի-էմ-էյը նաև պարզեց որ չնայած տեսանյութը տարածվել էր ինտերնետում բիգ բրադրը չի խախտել առցանց բովանդակության գրաքննության օրենքները քանի որ նյութը չի պահպանվել բիգ բրադրսի կայքէջում	է յ - ս ի - է մ - է յ ը | ն ա և | պ ա ր զ ե ց | ո ր | չ ն ա յ ա ծ | տ ե ս ա ն յ ո ւ թ ը | տ ա ր ա ծ վ ե լ | է ր | ի ն տ ե ր ն ե տ ո ւ մ | բ ի գ | բ ր ա դ ր ը | չ ի | խ ա խ տ ե լ | ա ռ ց ա ն ց | բ ո վ ա ն դ ա կ ո ւ թ յ ա ն | գ ր ա ք ն ն ո ւ թ յ ա ն | օ ր ե ն ք ն ե ր ը | ք ա ն ի | ո ր | ն յ ո ւ թ ը | չ ի | պ ա հ պ ա ն վ ե լ | բ ի գ | բ ր ա դ ր ս ի | կ ա յ ք է ջ ո ւ մ |	243840	MALE
275	15604985814445846758.wav	Կոմեն հիմնադրամի խոսնակ Լեսլի Աունն ասաց, որ կազմակերպությունը նոր օրենք է ընդունել, որը թույլ չի տալիս դրամաշնորհներ և ֆինանսավորում տրամադրել իրավական հետաքննության ներքո գտնվող կազմակերպություններին:	կոմեն հիմնադրամի խոսնակ լեսլի աունն ասաց որ կազմակերպությունը նոր օրենք է ընդունել որը թույլ չի տալիս դրամաշնորհներ և ֆինանսավորում տրամադրել իրավական հետաքննության ներքո գտնվող կազմակերպություններին	կ ո մ ե ն | հ ի մ ն ա դ ր ա մ ի | խ ո ս ն ա կ | լ ե ս լ ի | ա ո ւ ն ն | ա ս ա ց | ո ր | կ ա զ մ ա կ ե ր պ ո ւ թ յ ո ւ ն ը | ն ո ր | օ ր ե ն ք | է | ը ն դ ո ւ ն ե լ | ո ր ը | թ ո ւ յ լ | չ ի | տ ա լ ի ս | դ ր ա մ ա շ ն ո ր հ ն ե ր | և | ֆ ի ն ա ն ս ա վ ո ր ո ւ մ | տ ր ա մ ա դ ր ե լ | ի ր ա վ ա կ ա ն | հ ե տ ա ք ն ն ո ւ թ յ ա ն | ն ե ր ք ո | գ տ ն վ ո ղ | կ ա զ մ ա կ ե ր պ ո ւ թ յ ո ւ ն ն ե ր ի ն |	234240	FEMALE
796	14345276006959497897.wav	Անհրաժեշտ կլինի, որպեսզի նրանք ներկայացնեն ապահովադրի էլ.փոստի հասցեն և միջազգային հեռախոսահամարները խորհուրդների/թույլտվությունների և պահանջների ներկայացման համար:	անհրաժեշտ կլինի որպեսզի նրանք ներկայացնեն ապահովադրի էլ.փոստի հասցեն և միջազգային հեռախոսահամարները խորհուրդների/թույլտվությունների և պահանջների ներկայացման համար:	ա ն հ ր ա ժ ե շ տ | կ լ ի ն ի | ո ր պ ե ս զ ի | ն ր ա ն ք | ն ե ր կ ա յ ա ց ն ե ն | ա պ ա հ ո վ ա դ ր ի | է լ . փ ո ս տ ի | հ ա ս ց ե ն | և | մ ի ջ ա զ գ ա յ ի ն | հ ե ռ ա խ ո ս ա հ ա մ ա ր ն ե ր ը | խ ո ր հ ո ւ ր դ ն ե ր ի / թ ո ւ յ լ տ վ ո ւ թ յ ո ւ ն ն ե ր ի | և | պ ա հ ա ն ջ ն ե ր ի | ն ե ր կ ա յ ա ց մ ա ն | հ ա մ ա ր : |	270720	FEMALE
721	17306906499281595374.wav	Բացի սպիտակ ավազով լողափերից և լեռնային բնապատկերներից, երկրում է տեղակայված եվրոպական ամենահին քաղաքն Ամերիկայի տարածքներում՝ այժմ Սանտո Դոմինգոյի մասն է կազմում:	բացի սպիտակ ավազով լողափերից և լեռնային բնապատկերներից երկրում է տեղակայված եվրոպական ամենահին քաղաքն ամերիկայի տարածքներում այժմ սանտո դոմինգոյի մասն է կազմում	բ ա ց ի | ս պ ի տ ա կ | ա վ ա զ ո վ | լ ո ղ ա փ ե ր ի ց | և | լ ե ռ ն ա յ ի ն | բ ն ա պ ա տ կ ե ր ն ե ր ի ց | ե ր կ ր ո ւ մ | է | տ ե ղ ա կ ա յ վ ա ծ | ե վ ր ո պ ա կ ա ն | ա մ ե ն ա հ ի ն | ք ա ղ ա ք ն | ա մ ե ր ի կ ա յ ի | տ ա ր ա ծ ք ն ե ր ո ւ մ | ա յ ժ մ | ս ա ն տ ո | դ ո մ ի ն գ ո յ ի | մ ա ս ն | է | կ ա զ մ ո ւ մ |	190080	MALE
134	3548427396486977861.wav	Նշանը ֆիզիկապես չէր վնասվել․ ձևափոխությունը կատարվել էր՝ օգտագործելով սև անջրանցիկ կտորներ՝ զարդարված խաղաղության ու սրտի նշաններով, փոխելով, որ «Օ»-ն կարդացվի փոքրատառ «ե»։	նշանը ֆիզիկապես չէր վնասվել․ ձևափոխությունը կատարվել էր՝ օգտագործելով սև անջրանցիկ կտորներ՝ զարդարված խաղաղության ու սրտի նշաններով փոխելով որ «օ»-ն կարդացվի փոքրատառ «ե»։	ն շ ա ն ը | ֆ ի զ ի կ ա պ ե ս | չ է ր | վ ն ա ս վ ե լ ․ | ձ և ա փ ո խ ո ւ թ յ ո ւ ն ը | կ ա տ ա ր վ ե լ | է ր ՝ | օ գ տ ա գ ո ր ծ ե լ ո վ | ս և | ա ն ջ ր ա ն ց ի կ | կ տ ո ր ն ե ր ՝ | զ ա ր դ ա ր վ ա ծ | խ ա ղ ա ղ ո ւ թ յ ա ն | ո ւ | ս ր տ ի | ն շ ա ն ն ե ր ո վ | փ ո խ ե լ ո վ | ո ր | « օ » - ն | կ ա ր դ ա ց վ ի | փ ո ք ր ա տ ա ռ | « ե » ։ |	219840	MALE
499	11246359153406263275.wav	Բազում դարեր շարունակ հռոմեական կայսրությունը մեծ ձեռքբերումներ է ունեցել բժշկության ոլորտում և ձևավորել է մեր այսօրվա իմացած գիտելիքների մեծ մասը։	բազում դարեր շարունակ հռոմեական կայսրությունը մեծ ձեռքբերումներ է ունեցել բժշկության ոլորտում և ձևավորել է մեր այսօրվա իմացած գիտելիքների մեծ մասը	բ ա զ ո ւ մ | դ ա ր ե ր | շ ա ր ո ւ ն ա կ | հ ռ ո մ ե ա կ ա ն | կ ա յ ս ր ո ւ թ յ ո ւ ն ը | մ ե ծ | ձ ե ռ ք բ ե ր ո ւ մ ն ե ր | է | ո ւ ն ե ց ե լ | բ ժ շ կ ո ւ թ յ ա ն | ո լ ո ր տ ո ւ մ | և | ձ և ա վ ո ր ե լ | է | մ ե ր | ա յ ս օ ր վ ա | ի մ ա ց ա ծ | գ ի տ ե լ ի ք ն ե ր ի | մ ե ծ | մ ա ս ը |	263040	FEMALE
1245	2982218529007000366.wav	Տեսանելիությունը կարող է նաև սահմանափակվել մեքենայի պատուհաններին տեղացող կամ փչող ձյան կամ դրանց թանձրանալու կամ դրանց վրա եղող սառույցի պատճառով:	տեսանելիությունը կարող է նաև սահմանափակվել մեքենայի պատուհաններին տեղացող կամ փչող ձյան կամ դրանց թանձրանալու կամ դրանց վրա եղող սառույցի պատճառով	տ ե ս ա ն ե լ ի ո ւ թ յ ո ւ ն ը | կ ա ր ո ղ | է | ն ա և | ս ա հ մ ա ն ա փ ա կ վ ե լ | մ ե ք ե ն ա յ ի | պ ա տ ո ւ հ ա ն ն ե ր ի ն | տ ե ղ ա ց ո ղ | կ ա մ | փ չ ո ղ | ձ յ ա ն | կ ա մ | դ ր ա ն ց | թ ա ն ձ ր ա ն ա լ ո ւ | կ ա մ | դ ր ա ն ց | վ ր ա | ե ղ ո ղ | ս ա ռ ո ւ յ ց ի | պ ա տ ճ ա ռ ո վ |	200640	MALE
193	6208508247343816455.wav	Ամերիկյան բլուրներ կարուսելի վրա արգելափակված ցանկացած ժամանակահատված մեղմ ասած անհարմար կլինի, և մեկ մարդ դուրս հանելը կխլի առնվազն մեկ ժամ»։	ամերիկյան բլուրներ կարուսելի վրա արգելափակված ցանկացած ժամանակահատված մեղմ ասած անհարմար կլինի և մեկ մարդ դուրս հանելը կխլի առնվազն մեկ ժամ	ա մ ե ր ի կ յ ա ն | բ լ ո ւ ր ն ե ր | կ ա ր ո ւ ս ե լ ի | վ ր ա | ա ր գ ե լ ա փ ա կ վ ա ծ | ց ա ն կ ա ց ա ծ | ժ ա մ ա ն ա կ ա հ ա տ վ ա ծ | մ ե ղ մ | ա ս ա ծ | ա ն հ ա ր մ ա ր | կ լ ի ն ի | և | մ ե կ | մ ա ր դ | դ ո ւ ր ս | հ ա ն ե լ ը | կ խ լ ի | ա ռ ն վ ա զ ն | մ ե կ | ժ ա մ |	176640	FEMALE
1414	14925908542213236452.wav	Երբ վայրենացած երեխային մեծացնում են ոչ տնային կենդանինեը, նա ցուցադրում է այնպիսի վարքագիծ (ֆիզիկական առումով), որը գրեթե ամբողջությամբ նման է մասնավորապես զգուշավոր կենդանիների վարքագծին, ինչպես, օրինակ, մարդկանց հանդեպ նրա վախը կամ անտարբերությունը:	երբ վայրենացած երեխային մեծացնում են ոչ տնային կենդանինեը նա ցուցադրում է այնպիսի վարքագիծ ֆիզիկական առումով որը գրեթե ամբողջությամբ նման է մասնավորապես զգուշավոր կենդանիների վարքագծին ինչպես օրինակ մարդկանց հանդեպ նրա վախը կամ անտարբերությունը:	ե ր բ | վ ա յ ր ե ն ա ց ա ծ | ե ր ե խ ա յ ի ն | մ ե ծ ա ց ն ո ւ մ | ե ն | ո չ | տ ն ա յ ի ն | կ ե ն դ ա ն ի ն ե ը | ն ա | ց ո ւ ց ա դ ր ո ւ մ | է | ա յ ն պ ի ս ի | վ ա ր ք ա գ ի ծ | ֆ ի զ ի կ ա կ ա ն | ա ռ ո ւ մ ո վ | ո ր ը | գ ր ե թ ե | ա մ բ ո ղ ջ ո ւ թ յ ա մ բ | ն մ ա ն | է | մ ա ս ն ա վ ո ր ա պ ե ս | զ գ ո ւ շ ա վ ո ր | կ ե ն դ ա ն ի ն ե ր ի | վ ա ր ք ա գ ծ ի ն | ի ն չ պ ե ս | օ ր ի ն ա կ | մ ա ր դ կ ա ն ց | հ ա ն դ ե պ | ն ր ա | վ ա խ ը | կ ա մ | ա ն տ ա ր բ ե ր ո ւ թ յ ո ւ ն ը : |	347520	MALE
