456	4136832718535352191.wav	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا.	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا	ا ه و | م س ئ ل و | گ ه ٽ | ٿ ي ن د و | پ ي و | و ڃ ي | ڇ و | ت ہ | ل ي ن س | ٺ ا ه ي ن د ڙ | ل ي ن س | ج ي | پ ئ د ا و ا ر | ۾ | ا ع ل ي ٰ | م ع ي ا ر | ح ا ص ل | ڪ ن | ٿ ا |	109440	FEMALE
46	14346091681787908838.wav	24 سيپٽمبر 1759 تي، آرٿر گنيس آئرليند جي ڊبلن شهر ۾ سينٽ جيمز گيٽ بريوري جي لاءِ 9،000 سالن جي ليز تي صحي ڪئي.	24 سيپٽمبر 1759 تي، آرٿر گنيس آئرليند جي ڊبلن شهر ۾ سينٽ جيمز گيٽ بريوري جي لاءِ 9،000 سالن جي ليز تي صحي ڪئي	2 4 | س ي پ ٽ م ب ر | 1 7 5 9 | ت ي ، | آ ر ٿ ر | گ ن ي س | آ ئ ر ل ي ن د | ج ي | ڊ ب ل ن | ش ه ر | ۾ | س ي ن ٽ | ج ي م ز | گ ي ٽ | ب ر ي و ر ي | ج ي | ل ا ء ِ | 9 ، 0 0 0 | س ا ل ن | ج ي | ل ي ز | ت ي | ص ح ي | ڪ ئ ي |	224640	FEMALE
1209	1991713886986684331.wav	ڪاسابلانڪا جي جديد شهر جي بنياد 10 صدي BCE ۾ بربر مهاڻن رکي هئي، ۽ ان کي فينيشنس، رومين، ۽ ميرينيڊز انفا نالي هڪ اسٽريٽيجڪ بندرگاه جي طور تي استعمال ڪندا هئا.	ڪاسابلانڪا جي جديد شهر جي بنياد 10 صدي bce ۾ بربر مهاڻن رکي هئي ۽ ان کي فينيشنس رومين ۽ ميرينيڊز انفا نالي هڪ اسٽريٽيجڪ بندرگاه جي طور تي استعمال ڪندا هئا	ڪ ا س ا ب ل ا ن ڪ ا | ج ي | ج د ي د | ش ه ر | ج ي | ب ن ي ا د | 1 0 | ص د ي | b c e | ۾ | ب ر ب ر | م ه ا ڻ ن | ر ک ي | ه ئ ي | ۽ | ا ن | ک ي | ف ي ن ي ش ن س | ر و م ي ن | ۽ | م ي ر ي ن ي ڊ ز | ا ن ف ا | ن ا ل ي | ه ڪ | ا س ٽ ر ي ٽ ي ج ڪ | ب ن د ر گ ا ه | ج ي | ط و ر | ت ي | ا س ت ع م ا ل | ڪ ن د ا | ه ئ ا |	364800	MALE
1411	2595342353624573295.wav	گهڻيون خانقاهون اهڙين عورتن کي خاص لباس مهيا ڪن ٿيون جيڪي تياري کانسواءِ اچن ٿيون، پر جيڪڏهن توهان پنهنجو، خاص طور تي هڪ چمڪندڙ رنگن وارو لباس کڻي اچو ٿا تہ، توهان کي دروازي تي منڪ يا نن جي مرڪ ملندي.	گهڻيون خانقاهون اهڙين عورتن کي خاص لباس مهيا ڪن ٿيون جيڪي تياري کانسواءِ اچن ٿيون پر جيڪڏهن توهان پنهنجو خاص طور تي هڪ چمڪندڙ رنگن وارو لباس کڻي اچو ٿا تہ توهان کي دروازي تي منڪ يا نن جي مرڪ ملندي	گ ه ڻ ي و ن | خ ا ن ق ا ه و ن | ا ه ڙ ي ن | ع و ر ت ن | ک ي | خ ا ص | ل ب ا س | م ه ي ا | ڪ ن | ٿ ي و ن | ج ي ڪ ي | ت ي ا ر ي | ک ا ن س و ا ء ِ | ا چ ن | ٿ ي و ن | پ ر | ج ي ڪ ڏ ه ن | ت و ه ا ن | پ ن ه ن ج و | خ ا ص | ط و ر | ت ي | ه ڪ | چ م ڪ ن د ڙ | ر ن گ ن | و ا ر و | ل ب ا س | ک ڻ ي | ا چ و | ٿ ا | ت ہ | ت و ه ا ن | ک ي | د ر و ا ز ي | ت ي | م ن ڪ | ي ا | ن ن | ج ي | م ر ڪ | م ل ن د ي |	277440	FEMALE
363	17314865109762414610.wav	سوين ڪلاڪن جي آپريشن کان پوءِ بلب ۾ فلامينٽ آخرڪار سڙي وڃي ٿو ۽ لائٽ بلب اڳتي ڪم نٿو ڪري.	سوين ڪلاڪن جي آپريشن کان پوءِ بلب ۾ فلامينٽ آخرڪار سڙي وڃي ٿو ۽ لائٽ بلب اڳتي ڪم نٿو ڪري	س و ي ن | ڪ ل ا ڪ ن | ج ي | آ پ ر ي ش ن | ک ا ن | پ و ء ِ | ب ل ب | ۾ | ف ل ا م ي ن ٽ | آ خ ر ڪ ا ر | س ڙ ي | و ڃ ي | ٿ و | ۽ | ل ا ئ ٽ | ب ل ب | ا ڳ ت ي | ڪ م | ن ٿ و | ڪ ر ي |	146880	FEMALE
435	17632753286707689615.wav	لڪسمبرگ هميشہ هڪ بي طرفدار ملڪ رهڻ جي ڪوشش ڪئي آهي. پر جرمني ان کي پهرين عالمي جنگ ۽ ٻي عالمي جنگ ٻني ۾ قبضو ڪيو هو.	لڪسمبرگ هميشہ هڪ بي طرفدار ملڪ رهڻ جي ڪوشش ڪئي آهي پر جرمني ان کي پهرين عالمي جنگ ۽ ٻي عالمي جنگ ٻني ۾ قبضو ڪيو هو	ل ڪ س م ب ر گ | ه م ي ش ہ | ه ڪ | ب ي | ط ر ف د ا ر | م ل ڪ | ر ه ڻ | ج ي | ڪ و ش ش | ڪ ئ ي | آ ه ي | پ ر | ج ر م ن ي | ا ن | ک ي | پ ه ر ي ن | ع ا ل م ي | ج ن گ | ۽ | ٻ ي | ع ا ل م ي | ج ن گ | ٻ ن ي | ۾ | ق ب ض و | ڪ ي و | ه و |	148800	MALE
1380	8512583176145653416.wav	ڪڏهن ڪڏهن خاص مينار وانگر ٽاورز، جنهن کي زگورت چئبو آهي، عبادت گاه جو حصو ٺاهڻ لاءِ تيار ڪيو ويندو هو.	ڪڏهن ڪڏهن خاص مينار وانگر ٽاورز جنهن کي زگورت چئبو آهي عبادت گاه جو حصو ٺاهڻ لاءِ تيار ڪيو ويندو هو	ڪ ڏ ه ن | ڪ ڏ ه ن | خ ا ص | م ي ن ا ر | و ا ن گ ر | ٽ ا و ر ز | ج ن ه ن | ک ي | ز گ و ر ت | چ ئ ب و | آ ه ي | ع ب ا د ت | گ ا ه | ج و | ح ص و | ٺ ا ه ڻ | ل ا ء ِ | ت ي ا ر | ڪ ي و | و ي ن د و | ه و |	205440	MALE
830	11714874443199721997.wav	هڪ هوائي جهاز، ٻيڙي يا ٻي گاڏي تان هيٺ لهڻ دوران اميگريشن چيڪ پوائنٽ اڪثر پهرين رڪاوٽ هوندي آهي.	هڪ هوائي جهاز ٻيڙي يا ٻي گاڏي تان هيٺ لهڻ دوران اميگريشن چيڪ پوائنٽ اڪثر پهرين رڪاوٽ هوندي آهي	ه ڪ | ه و ا ئ ي | ج ه ا ز | ٻ ي ڙ ي | ي ا | ٻ ي | گ ا ڏ ي | ت ا ن | ه ي ٺ | ل ه ڻ | د و ر ا ن | ا م ي گ ر ي ش ن | چ ي ڪ | پ و ا ئ ن ٽ | ا ڪ ث ر | پ ه ر ي ن | ر ڪ ا و ٽ | ه و ن د ي | آ ه ي |	225600	MALE
381	11984666171170961161.wav	پوءِ، ڪجهہ سالن کانپوءِ 1639 ۾، هڪ انگريز فلڪيات جو ماهر، جنهن جو نالو جيرميا هورڪس هو جنهن وينس جي حرڪت جو تصور ڏنو.	پوءِ ڪجهہ سالن کانپوءِ 1639 ۾ هڪ انگريز فلڪيات جو ماهر جنهن جو نالو جيرميا هورڪس هو جنهن وينس جي حرڪت جو تصور ڏنو	پ و ء ِ | ڪ ج ه ہ | س ا ل ن | ک ا ن پ و ء ِ | 1 6 3 9 | ۾ | ه ڪ | ا ن گ ر ي ز | ف ل ڪ ي ا ت | ج و | م ا ه ر | ج ن ه ن | ج و | ن ا ل و | ج ي ر م ي ا | ه و ر ڪ س | ه و | ج ن ه ن | و ي ن س | ج ي | ح ر ڪ ت | ج و | ت ص و ر | ڏ ن و |	211200	MALE
279	11113144331749389063.wav	ايوان جو اڳوڻو آمريڪي اسپيڪر نيوٽ گنگرچ 32 سيڪڙو ووٽ کڻي ٻئي نمبر تي آيو.	ايوان جو اڳوڻو آمريڪي اسپيڪر نيوٽ گنگرچ 32 سيڪڙو ووٽ کڻي ٻئي نمبر تي آيو	ا ي و ا ن | ج و | ا ڳ و ڻ و | آ م ر ي ڪ ي | ا س پ ي ڪ ر | ن ي و ٽ | گ ن گ ر چ | 3 2 | س ي ڪ ڙ و | و و ٽ | ک ڻ ي | ٻ ئ ي | ن م ب ر | ت ي | آ ي و |	197760	FEMALE
362	2595940535340381108.wav	فوٽان ان شئي کان ننڍا هوندا آهن جيڪو ايٽم ٺاهي ٿو.	فوٽان ان شئي کان ننڍا هوندا آهن جيڪو ايٽم ٺاهي ٿو	ف و ٽ ا ن | ا ن | ش ئ ي | ک ا ن | ن ن ڍ ا | ه و ن د ا | آ ه ن | ج ي ڪ و | ا ي ٽ م | ٺ ا ه ي | ٿ و |	71040	FEMALE
1030	12343191542737124332.wav	سياسي معاملن ۾ ناڪامي جي باوجود مولودووا جي انهن ٻنهي حصن وچان اقتصادي رابطا ٻيهر قائم ٿي چڪا آهن.	سياسي معاملن ۾ ناڪامي جي باوجود مولودووا جي انهن ٻنهي حصن وچان اقتصادي رابطا ٻيهر قائم ٿي چڪا آهن	س ي ا س ي | م ع ا م ل ن | ۾ | ن ا ڪ ا م ي | ج ي | ب ا و ج و د | م و ل و د و و ا | ج ي | ا ن ه ن | ٻ ن ه ي | ح ص ن | و چ ا ن | ا ق ت ص ا د ي | ر ا ب ط ا | ٻ ي ه ر | ق ا ئ م | ٿ ي | چ ڪ ا | آ ه ن |	138240	FEMALE
284	11105575881014045492.wav	لنڊن ۾، اٽڪل 200 ماڻهن اهم ڪاپي رائيٽ هولڊرن جي آفيسن جي ٻاهر احتجاج ڪيو.	لنڊن ۾ اٽڪل 200 ماڻهن اهم ڪاپي رائيٽ هولڊرن جي آفيسن جي ٻاهر احتجاج ڪيو	ل ن ڊ ن | ۾ | ا ٽ ڪ ل | 2 0 0 | م ا ڻ ه ن | ا ه م | ڪ ا پ ي | ر ا ئ ي ٽ | ه و ل ڊ ر ن | ج ي | آ ف ي س ن | ج ي | ٻ ا ه ر | ا ح ت ج ا ج | ڪ ي و |	128640	FEMALE
422	9231191648568597500.wav	ڪجهہ جرمني جي پادرين خدا کي مقامي ماڻهن جي ويجهو آڻڻ چاهيو، تنهنڪري انهن اسٽونين لفظي ٻولي ايجاد ڪئي.	ڪجهہ جرمني جي پادرين خدا کي مقامي ماڻهن جي ويجهو آڻڻ چاهيو تنهنڪري انهن اسٽونين لفظي ٻولي ايجاد ڪئي	ڪ ج ه ہ | ج ر م ن ي | ج ي | پ ا د ر ي ن | خ د ا | ک ي | م ق ا م ي | م ا ڻ ه ن | ج ي | و ي ج ه و | آ ڻ ڻ | چ ا ه ي و | ت ن ه ن ڪ ر ي | ا ن ه ن | ا س ٽ و ن ي ن | ل ف ظ ي | ٻ و ل ي | ا ي ج ا د | ڪ ئ ي |	207360	MALE
1099	3928043830267484580.wav	لانچ کان تقريبن 3 منٽ پهريان، هڪ آن بورڊ ڪئميرا ڏيکاريو ته انسيوليشن فوم جا ڪيترائي ٽڪرا ايندڻ جي ٽينڪ کان ٽٽي ويا.	لانچ کان تقريبن 3 منٽ پهريان هڪ آن بورڊ ڪئميرا ڏيکاريو ته انسيوليشن فوم جا ڪيترائي ٽڪرا ايندڻ جي ٽينڪ کان ٽٽي ويا	ل ا ن چ | ک ا ن | ت ق ر ي ب ن | 3 | م ن ٽ | پ ه ر ي ا ن | ه ڪ | آ ن | ب و ر ڊ | ڪ ئ م ي ر ا | ڏ ي ک ا ر ي و | ت ه | ا ن س ي و ل ي ش ن | ف و م | ج ا | ڪ ي ت ر ا ئ ي | ٽ ڪ ر ا | ا ي ن د ڻ | ج ي | ٽ ي ن ڪ | ک ا ن | ٽ ٽ ي | و ي ا |	203520	MALE
433	8021319929228738998.wav	لڪسمبرگ جي هڪ وڏي تاريخ آهي پر ان جي آزادي جون تاريخون 1839 کان آهن.	لڪسمبرگ جي هڪ وڏي تاريخ آهي پر ان جي آزادي جون تاريخون 1839 کان آهن	ل ڪ س م ب ر گ | ج ي | ه ڪ | و ڏ ي | ت ا ر ي خ | آ ه ي | پ ر | ا ن | ج ي | آ ز ا د ي | ج و ن | ت ا ر ي خ و ن | 1 8 3 9 | ک ا ن | آ ه ن |	179520	MALE
1332	9049457875481594364.wav	اهي لاڳاپا روڊ وي جي سهولتن جي رٿابندي، ڊزائين، ۽ عمل ڪارين ۾ مدد ڪن ٿا.	اهي لاڳاپا روڊ وي جي سهولتن جي رٿابندي ڊزائين ۽ عمل ڪارين ۾ مدد ڪن ٿا	ا ه ي | ل ا ڳ ا پ ا | ر و ڊ | و ي | ج ي | س ه و ل ت ن | ج ي | ر ٿ ا ب ن د ي | ڊ ز ا ئ ي ن | ۽ | ع م ل | ڪ ا ر ي ن | ۾ | م د د | ڪ ن | ٿ ا |	137280	FEMALE
1027	6717690832118054694.wav	فوسٽر ڪيئر کي اُهي سڀئي ضرورتون مُهيا ڪرڻ گهرجن جيڪي انهي گهر ۾ نه هيون جتي اڳي ورتيون ويون هيون.	فوسٽر ڪيئر کي اُهي سڀئي ضرورتون مُهيا ڪرڻ گهرجن جيڪي انهي گهر ۾ نه هيون جتي اڳي ورتيون ويون هيون	ف و س ٽ ر | ڪ ي ئ ر | ک ي | ا ُ ه ي | س ڀ ئ ي | ض ر و ر ت و ن | م ُ ه ي ا | ڪ ر ڻ | گ ه ر ج ن | ج ي ڪ ي | ا ن ه ي | گ ه ر | ۾ | ن ه | ه ي و ن | ج ت ي | ا ڳ ي | و ر ت ي و ن | و ي و ن | ه ي و ن |	145920	MALE
34	6462367904709145306.wav	پيڪيٽ جونيئر کي 2009 جي هنگيرين گرانڊ پريڪس کانپوءِ برطرف ڪيو ويو هو.	پيڪيٽ جونيئر کي 2009 جي هنگيرين گرانڊ پريڪس کانپوءِ برطرف ڪيو ويو هو	پ ي ڪ ي ٽ | ج و ن ي ئ ر | ک ي | 2 0 0 9 | ج ي | ه ن گ ي ر ي ن | گ ر ا ن ڊ | پ ر ي ڪ س | ک ا ن پ و ء ِ | ب ر ط ر ف | ڪ ي و | و ي و | ه و |	112320	FEMALE
93	13312419732882419781.wav	سفارتڪارن چيو ته هنن افغان آئين ۾ غيرضروري طور رن آف جو تعين ڪرڻ لاءِ ڪافي مونجهاري جو پتو لڳائي ورتو آهي.	سفارتڪارن چيو ته هنن افغان آئين ۾ غيرضروري طور رن آف جو تعين ڪرڻ لاءِ ڪافي مونجهاري جو پتو لڳائي ورتو آهي	س ف ا ر ت ڪ ا ر ن | چ ي و | ت ه | ه ن ن | ا ف غ ا ن | آ ئ ي ن | ۾ | غ ي ر ض ر و ر ي | ط و ر | ر ن | آ ف | ج و | ت ع ي ن | ڪ ر ڻ | ل ا ء ِ | ڪ ا ف ي | م و ن ج ه ا ر ي | ج و | پ ت و | ل ڳ ا ئ ي | و ر ت و | آ ه ي |	215040	MALE
1281	1705071842372916188.wav	هوڪوريڪو اليڪٽرڪ پاور ڪمپني رپورٽ ڪيو ته زلزلي سان ڪجهه به متاثر نه ٿيو ۽ چيو ته هن جي شيڪا نيوڪليئر پاور پلانٽ تي نمبر 1 ۽ 2 ري ايڪٽر بند هئا.	هوڪوريڪو اليڪٽرڪ پاور ڪمپني رپورٽ ڪيو ته زلزلي سان ڪجهه به متاثر نه ٿيو ۽ چيو ته هن جي شيڪا نيوڪليئر پاور پلانٽ تي نمبر 1 ۽ 2 ري ايڪٽر بند هئا	ه و ڪ و ر ي ڪ و | ا ل ي ڪ ٽ ر ڪ | پ ا و ر | ڪ م پ ن ي | ر پ و ر ٽ | ڪ ي و | ت ه | ز ل ز ل ي | س ا ن | ڪ ج ه ه | ب ه | م ت ا ث ر | ن ه | ٿ ي و | ۽ | چ ي و | ت ه | ه ن | ج ي | ش ي ڪ ا | ن ي و ڪ ل ي ئ ر | پ ا و ر | پ ل ا ن ٽ | ت ي | ن م ب ر | 1 | ۽ | 2 | ر ي | ا ي ڪ ٽ ر | ب ن د | ه ئ ا |	199680	FEMALE
1319	6665950174003274459.wav	اسفنڪس کي پس منظر ۽ بيان ڪندڙ جي طور تي مقرر ڪيو ويو آهي.	اسفنڪس کي پس منظر ۽ بيان ڪندڙ جي طور تي مقرر ڪيو ويو آهي	ا س ف ن ڪ س | ک ي | پ س | م ن ظ ر | ۽ | ب ي ا ن | ڪ ن د ڙ | ج ي | ط و ر | ت ي | م ق ر ر | ڪ ي و | و ي و | آ ه ي |	99840	FEMALE
1225	3699159712404673701.wav	هڪ مُنڊي پائڻ پڻ مددگار آهي (رڳو اهو نه جيڪو تمام قيمتي لڳي ٿي.	هڪ مُنڊي پائڻ پڻ مددگار آهي رڳو اهو نه جيڪو تمام قيمتي لڳي ٿي	ه ڪ | م ُ ن ڊ ي | پ ا ئ ڻ | پ ڻ | م د د گ ا ر | آ ه ي | ر ڳ و | ا ه و | ن ه | ج ي ڪ و | ت م ا م | ق ي م ت ي | ل ڳ ي | ٿ ي |	125760	FEMALE
420	17236762841440730394.wav	هندي ۽ اردو لُغت ۾ هڪجهڙا آهن پر لکت ۾ مختلف آهن؛ روزمره جي ڳالهه ٻولهه ۾، ٻنهي ٻولين جا ڳالهائيندڙ عام طور هڪ ٻئي کي سمجهي سگهن ٿا.	هندي ۽ اردو لُغت ۾ هڪجهڙا آهن پر لکت ۾ مختلف آهن روزمره جي ڳالهه ٻولهه ۾ ٻنهي ٻولين جا ڳالهائيندڙ عام طور هڪ ٻئي کي سمجهي سگهن ٿا	ه ن د ي | ۽ | ا ر د و | ل ُ غ ت | ۾ | ه ڪ ج ه ڙ ا | آ ه ن | پ ر | ل ک ت | ۾ | م خ ت ل ف | آ ه ن | ر و ز م ر ه | ج ي | ڳ ا ل ه ه | ٻ و ل ه ه | ۾ | ٻ ن ه ي | ٻ و ل ي ن | ج ا | ڳ ا ل ه ا ئ ي ن د ڙ | ع ا م | ط و ر | ه ڪ | ٻ ئ ي | ک ي | س م ج ه ي | س گ ه ن | ٿ ا |	231360	FEMALE
874	4174630693065860665.wav	جيڪڏهن توهان وڌيڪ مُهم جُو محسوس ڪري رهيا آهيو ته، موقعو وٺي ڪجهه فروٽ جو جوس يا بلينڊ ٺاهيو:	جيڪڏهن توهان وڌيڪ مُهم جُو محسوس ڪري رهيا آهيو ته موقعو وٺي ڪجهه فروٽ جو جوس يا بلينڊ ٺاهيو	ج ي ڪ ڏ ه ن | ت و ه ا ن | و ڌ ي ڪ | م ُ ه م | ج ُ و | م ح س و س | ڪ ر ي | ر ه ي ا | آ ه ي و | ت ه | م و ق ع و | و ٺ ي | ڪ ج ه ه | ف ر و ٽ | ج و | ج و س | ي ا | ب ل ي ن ڊ | ٺ ا ه ي و |	136320	MALE
1399	4975806543897705971.wav	ٽرئفڪ جي رواني کي بهتر نموني ظاهر ڪرڻ لاءِ، ٽن اهم خاصيتن جي وچ ۾ لاڳاپا قائم ڪيا ويا آهن: (1) رواني، (2) ڪثافت، ۽ (3) رفتار.	ٽرئفڪ جي رواني کي بهتر نموني ظاهر ڪرڻ لاءِ، ٽن اهم خاصيتن جي وچ ۾ لاڳاپا قائم ڪيا ويا آهن: 1 رواني، 2 ڪثافت، ۽ 3 رفتار	ٽ ر ئ ف ڪ | ج ي | ر و ا ن ي | ک ي | ب ه ت ر | ن م و ن ي | ظ ا ه ر | ڪ ر ڻ | ل ا ء ِ ، | ٽ ن | ا ه م | خ ا ص ي ت ن | ج ي | و چ | ۾ | ل ا ڳ ا پ ا | ق ا ئ م | ڪ ي ا | و ي ا | آ ه ن : | 1 | ر و ا ن ي ، | 2 | ڪ ث ا ف ت ، | ۽ | 3 | ر ف ت ا ر |	207360	MALE
420	366431938900253122.wav	هندي ۽ اردو لُغت ۾ هڪجهڙا آهن پر لکت ۾ مختلف آهن؛ روزمره جي ڳالهه ٻولهه ۾، ٻنهي ٻولين جا ڳالهائيندڙ عام طور هڪ ٻئي کي سمجهي سگهن ٿا.	هندي ۽ اردو لُغت ۾ هڪجهڙا آهن پر لکت ۾ مختلف آهن روزمره جي ڳالهه ٻولهه ۾ ٻنهي ٻولين جا ڳالهائيندڙ عام طور هڪ ٻئي کي سمجهي سگهن ٿا	ه ن د ي | ۽ | ا ر د و | ل ُ غ ت | ۾ | ه ڪ ج ه ڙ ا | آ ه ن | پ ر | ل ک ت | ۾ | م خ ت ل ف | آ ه ن | ر و ز م ر ه | ج ي | ڳ ا ل ه ه | ٻ و ل ه ه | ۾ | ٻ ن ه ي | ٻ و ل ي ن | ج ا | ڳ ا ل ه ا ئ ي ن د ڙ | ع ا م | ط و ر | ه ڪ | ٻ ئ ي | ک ي | س م ج ه ي | س گ ه ن | ٿ ا |	208320	MALE
566	12405116186593281583.wav	باقاعدگي سان سرگرمي ۾ حصو وٺندڙن کي عام جسماني حرڪتن مان پراڻو سور ۽ تڪليف جي فرق کي سڃاڻيندي سور جي بابت منفي خيال جي معاملي ۾ وڌيڪ مدد جي ضرورت پوي ٿي.	باقاعدگي سان سرگرمي ۾ حصو وٺندڙن کي عام جسماني حرڪتن مان پراڻو سور ۽ تڪليف جي فرق کي سڃاڻيندي سور جي بابت منفي خيال جي معاملي ۾ وڌيڪ مدد جي ضرورت پوي ٿي	ب ا ق ا ع د گ ي | س ا ن | س ر گ ر م ي | ۾ | ح ص و | و ٺ ن د ڙ ن | ک ي | ع ا م | ج س م ا ن ي | ح ر ڪ ت ن | م ا ن | پ ر ا ڻ و | س و ر | ۽ | ت ڪ ل ي ف | ج ي | ف ر ق | ک ي | س ڃ ا ڻ ي ن د ي | س و ر | ج ي | ب ا ب ت | م ن ف ي | خ ي ا ل | ج ي | م ع ا م ل ي | ۾ | و ڌ ي ڪ | م د د | ج ي | ض ر و ر ت | پ و ي | ٿ ي |	264960	MALE
859	5987047717454383915.wav	اهو قطار ۾ انتظار ڪرڻ شامل ڪري ٿو، جيئن منشيان سنگهڻ وارن ڪتن کي بغير اطلاع استعمال ڪري سگهجي ٿو.	اهو قطار ۾ انتظار ڪرڻ شامل ڪري ٿو جيئن منشيان سنگهڻ وارن ڪتن کي بغير اطلاع استعمال ڪري سگهجي ٿو	ا ه و | ق ط ا ر | ۾ | ا ن ت ظ ا ر | ڪ ر ڻ | ش ا م ل | ڪ ر ي | ٿ و | ج ي ئ ن | م ن ش ي ا ن | س ن گ ه ڻ | و ا ر ن | ڪ ت ن | ک ي | ب غ ي ر | ا ط ل ا ع | ا س ت ع م ا ل | ڪ ر ي | س گ ه ج ي | ٿ و |	12480	MALE
1327	4365669378062297543.wav	اسڪي ذريعي بيڪ پيڪنگ: هن سرگرمي کي بيڪ ڪنٽري اسڪي، اسڪي ٽوئرنگ يا اسڪي هائيڪنگ پڻ سڏيو ويندو آهي.	اسڪي ذريعي بيڪ پيڪنگ هن سرگرمي کي بيڪ ڪنٽري اسڪي اسڪي ٽوئرنگ يا اسڪي هائيڪنگ پڻ سڏيو ويندو آهي	ا س ڪ ي | ذ ر ي ع ي | ب ي ڪ | پ ي ڪ ن گ | ه ن | س ر گ ر م ي | ک ي | ب ي ڪ | ڪ ن ٽ ر ي | ا س ڪ ي | ا س ڪ ي | ٽ و ئ ر ن گ | ي ا | ا س ڪ ي | ه ا ئ ي ڪ ن گ | پ ڻ | س ڏ ي و | و ي ن د و | آ ه ي |	205440	MALE
1018	14213163453692415407.wav	ٽريول ايجنٽ اڪثر پيڪيجز آڇ ڪندا آهن جنهن ۾ ناشتو، هوائي اڏي کان/تائين ٽرانسپورٽ جو بندوبست يا ايتري قدر جو متحد فلائيٽ ۽ هوٽل پيڪيجز شامل آهن.	ٽريول ايجنٽ اڪثر پيڪيجز آڇ ڪندا آهن جنهن ۾ ناشتو، هوائي اڏي کان/تائين ٽرانسپورٽ جو بندوبست يا ايتري قدر جو متحد فلائيٽ ۽ هوٽل پيڪيجز شامل آهن	ٽ ر ي و ل | ا ي ج ن ٽ | ا ڪ ث ر | پ ي ڪ ي ج ز | آ ڇ | ڪ ن د ا | آ ه ن | ج ن ه ن | ۾ | ن ا ش ت و ، | ه و ا ئ ي | ا ڏ ي | ک ا ن / ت ا ئ ي ن | ٽ ر ا ن س پ و ر ٽ | ج و | ب ن د و ب س ت | ي ا | ا ي ت ر ي | ق د ر | ج و | م ت ح د | ف ل ا ئ ي ٽ | ۽ | ه و ٽ ل | پ ي ڪ ي ج ز | ش ا م ل | آ ه ن |	297600	MALE
148	2541215223023495950.wav	Yahoo جي صارفن جي تعداد ۽ Microsoft خدمتن جي تعداد ٻئي ملي ڪري AOL جي صارفن جي تعداد جو مقابلو ڪندا.	yahoo جي صارفن جي تعداد ۽ microsoft خدمتن جي تعداد ٻئي ملي ڪري aol جي صارفن جي تعداد جو مقابلو ڪندا	y a h o o | ج ي | ص ا ر ف ن | ج ي | ت ع د ا د | ۽ | m i c r o s o f t | خ د م ت ن | ج ي | ت ع د ا د | ٻ ئ ي | م ل ي | ڪ ر ي | a o l | ج ي | ص ا ر ف ن | ج ي | ت ع د ا د | ج و | م ق ا ب ل و | ڪ ن د ا |	179520	FEMALE
478	18290845101358561412.wav	اليگزينڊر، بادشاهه طور، مندر جي ٻيهر تعمير لاءِ رقم ادا ڪرڻ جي آڇ ڪئي، پر هن جي آڇ کي انڪار ڪيو ويو بعد ۾ ، اليگزينڊر جي وفات کانپوءِ، 323 BCE ۾ مندر ٻيهر تعمير ڪيو ويو هو.	اليگزينڊر، بادشاهه طور، مندر جي ٻيهر تعمير لاءِ رقم ادا ڪرڻ جي آڇ ڪئي، پر هن جي آڇ کي انڪار ڪيو ويو بعد ۾ ، اليگزينڊر جي وفات کانپوءِ، 323 bce ۾ مندر ٻيهر تعمير ڪيو ويو هو	ا ل ي گ ز ي ن ڊ ر ، | ب ا د ش ا ه ه | ط و ر ، | م ن د ر | ج ي | ٻ ي ه ر | ت ع م ي ر | ل ا ء ِ | ر ق م | ا د ا | ڪ ر ڻ | ج ي | آ ڇ | ڪ ئ ي ، | پ ر | ه ن | ج ي | آ ڇ | ک ي | ا ن ڪ ا ر | ڪ ي و | و ي و | ب ع د | ۾ | ، | ا ل ي گ ز ي ن ڊ ر | ج ي | و ف ا ت | ک ا ن پ و ء ِ ، | 3 2 3 | b c e | ۾ | م ن د ر | ٻ ي ه ر | ت ع م ي ر | ڪ ي و | و ي و | ه و |	364800	FEMALE
