701	6523110200644756091.wav	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	د ا | غ و ښ ت ن ی | د | د و ا ړ ه | ه ی و ا د و ن و | ت ر | م ن ځ | د | ه ج ر ت | د | م ن ظ م | ب ه ی ر | م ن ځ | ت ه | ر ا و ړ ل و | پ ه | خ ا ط ر | ط ر ح ه | ش و ي |	178560	MALE
144	1935704115877098633.wav	"د دې فوسیل پراساس، پدې معنی چې تفرقه د مولیکولر شواهدو له مخې وړاندوینه کې ډیره وه.	د دې فوسیل پراساس پدې معنی چې تفرقه د مولیکولر شواهدو له مخې وړاندوینه کې ډیره وه	د | د ې | ف و س ی ل | پ ر ا س ا س | پ د ې | م ع ن ی | چ ې | ت ف ر ق ه | د | م و ل ی ک و ل ر | ش و ا ه د و | ل ه | م خ ې | و ړ ا ن د و ی ن ه | ک ې | ډ ی ر ه | و ه |	166080	MALE
104	16515690283222586384.wav	نظریات ، نیغ په نیغه د تلويزیون څخه دا اولنی ځل وه چې یو مشر ایرانی منبع دا خبره ومنله چې بنديزونه تاثیر لري	نظریات نیغ په نیغه د تلويزیون څخه دا اولنی ځل وه چې یو مشر ایرانی منبع دا خبره ومنله چې بنديزونه تاثیر لري	ن ظ ر ی ا ت | ن ی غ | پ ه | ن ی غ ه | د | ت ل و ي ز ی و ن | څ خ ه | د ا | ا و ل ن ی | ځ ل | و ه | چ ې | ی و | م ش ر | ا ی ر ا ن ی | م ن ب ع | د ا | خ ب ر ه | و م ن ل ه | چ ې | ب ن د ي ز و ن ه | ت ا ث ی ر | ل ر ي |	136320	MALE
208	249068431552595176.wav	لټون د ورته خراب هوا لخوا خنډ شوی و دا د ځمکی د ناستې لامل شوی.	لټون د ورته خراب هوا لخوا خنډ شوی و دا د ځمکی د ناستې لامل شوی	ل ټ و ن | د | و ر ت ه | خ ر ا ب | ه و ا | ل خ و ا | خ ن ډ | ش و ی | و | د ا | د | ځ م ک ی | د | ن ا س ت ې | ل ا م ل | ش و ی |	115200	MALE
28	229513492238726037.wav	په کال 2008 کي د 400 غنې ترين د امریکایانو په فهرست کي بټټن په 190 لمبر راغلي و، چي د اټکل شوي بخت سره د 2.3 ملیارد ډالرو لرې۔	په کال 2008 کي د 400 غنې ترين د امریکایانو په فهرست کي بټټن په 190 لمبر راغلي و چي د اټکل شوي بخت سره د 2.3 ملیارد ډالرو لرې	پ ه | ک ا ل | 2 0 0 8 | ک ي | د | 4 0 0 | غ ن ې | ت ر ي ن | د | ا م ر ی ک ا ی ا ن و | پ ه | ف ه ر س ت | ک ي | ب ټ ټ ن | پ ه | 1 9 0 | ل م ب ر | ر ا غ ل ي | و | چ ي | د | ا ټ ک ل | ش و ي | ب خ ت | س ر ه | د | 2 . 3 | م ل ی ا ر د | ډ ا ل ر و | ل ر ې |	318720	MALE
1070	3705502570266182456.wav	ځکه نو، ددې ګرامر کتاب لوستل تاسې سره د فارسي ژبې د ګرامر او د جملو په ښه ډول زده کولو کې مرسته کوي.	ځکه نو ددې ګرامر کتاب لوستل تاسې سره د فارسي ژبې د ګرامر او د جملو په ښه ډول زده کولو کې مرسته کوي	ځ ک ه | ن و | د د ې | ګ ر ا م ر | ک ت ا ب | ل و س ت ل | ت ا س ې | س ر ه | د | ف ا ر س ي | ژ ب ې | د | ګ ر ا م ر | ا و | د | ج م ل و | پ ه | ښ ه | ډ و ل | ز د ه | ک و ل و | ک ې | م ر س ت ه | ک و ي |	135360	MALE
1283	5345271276485831904.wav	دا مونږ ته خورا ډیر معلومات او شیان برابروي چې تمریناتی موډیلونه جوړ کړو تر څو زمونږ په ذهن کې موجوده مرحلو باندی پوه شو	دا مونږ ته خورا ډیر معلومات او شیان برابروي چې تمریناتی موډیلونه جوړ کړو تر څو زمونږ په ذهن کې موجوده مرحلو باندی پوه شو	د ا | م و ن ږ | ت ه | خ و ر ا | ډ ی ر | م ع ل و م ا ت | ا و | ش ی ا ن | ب ر ا ب ر و ي | چ ې | ت م ر ی ن ا ت ی | م و ډ ی ل و ن ه | ج و ړ | ک ړ و | ت ر | څ و | ز م و ن ږ | پ ه | ذ ه ن | ک ې | م و ج و د ه | م ر ح ل و | ب ا ن د ی | پ و ه | ش و |	174720	MALE
1271	17615314783921136809.wav	د فطرت په بنسټ سیاحت داسې خلک راښکي چې فطري ځایونو ته چکر وهلو شوق لري چې هلته له منظرونو، د ونوبوټو او ځنګلي ژوند په شمول، خوندونه واخلي.	د فطرت په بنسټ سیاحت داسې خلک راښکي چې فطري ځایونو ته چکر وهلو شوق لري چې هلته له منظرونو د ونوبوټو او ځنګلي ژوند په شمول خوندونه واخلي	د | ف ط ر ت | پ ه | ب ن س ټ | س ی ا ح ت | د ا س ې | خ ل ک | ر ا ښ ک ي | چ ې | ف ط ر ي | ځ ا ی و ن و | ت ه | چ ک ر | و ه ل و | ش و ق | ل ر ي | چ ې | ه ل ت ه | ل ه | م ن ظ ر و ن و | د | و ن و ب و ټ و | ا و | ځ ن ګ ل ي | ژ و ن د | پ ه | ش م و ل | خ و ن د و ن ه | و ا خ ل ي |	176640	MALE
127	14761158583368530772.wav	الګور او جنرال ټامی فرینک عادي ډول ددوي دي خوښۍ سر خبرونه تکرارول ( ګور وه چې کله انین رابور ورکړ چې هغه او ټپر د واړو د خپل ژوند بهترین جنسی اړیکه نیولی وه کله چې هغه په کال 2000 کې د جمهوری ریاست ټاکنی وبایللی	الګور او جنرال ټامی فرینک عادي ډول ددوي دي خوښۍ سر خبرونه تکرارول  ګور وه چې کله انین رابور ورکړ چې هغه او ټپر د واړو د خپل ژوند بهترین جنسی اړیکه نیولی وه کله چې هغه په کال 2000 کې د جمهوری ریاست ټاکنی وبایللی	ا ل ګ و ر | ا و | ج ن ر ا ل | ټ ا م ی | ف ر ی ن ک | ع ا د ي | ډ و ل | د د و ي | د ي | خ و ښ ۍ | س ر | خ ب ر و ن ه | ت ک ر ا ر و ل | ګ و ر | و ه | چ ې | ک ل ه | ا ن ی ن | ر ا ب و ر | و ر ک ړ | چ ې | ه غ ه | ا و | ټ پ ر | د | و ا ړ و | د | خ پ ل | ژ و ن د | ب ه ت ر ی ن | ج ن س ی | ا ړ ی ک ه | ن ی و ل ی | و ه | ک ل ه | چ ې | ه غ ه | پ ه | ک ا ل | 2 0 0 0 | ک ې | د | ج م ه و ر ی | ر ی ا س ت | ټ ا ک ن ی | و ب ا ی ل ل ی |	480960	FEMALE
406	5107486444993578959.wav	د انګوټونو لرلو سره د بریالی کېدو نه وروسته په آلمان اعتبار نه کېده چې دوي سره دي نور څو دانی پاتی وي	د انګوټونو لرلو سره د بریالی کېدو نه وروسته په آلمان اعتبار نه کېده چې دوي سره دي نور څو دانی پاتی وي	د | ا ن ګ و ټ و ن و | ل ر ل و | س ر ه | د | ب ر ی ا ل ی | ک ې د و | ن ه | و ر و س ت ه | پ ه | آ ل م ا ن | ا ع ت ب ا ر | ن ه | ک ې د ه | چ ې | د و ي | س ر ه | د ي | ن و ر | څ و | د ا ن ی | پ ا ت ی | و ي |	139200	MALE
561	12003490612598882473.wav	د متاثره شخص د کتلو لپاره ، ته باید اول صحنه نظر پوښتنه کړي چې دا یقینی کړي چې ته محفوظ یې	د متاثره شخص د کتلو لپاره ته باید اول صحنه نظر پوښتنه کړي چې دا یقینی کړي چې ته محفوظ یې	د | م ت ا ث ر ه | ش خ ص | د | ک ت ل و | ل پ ا ر ه | ت ه | ب ا ی د | ا و ل | ص ح ن ه | ن ظ ر | پ و ښ ت ن ه | ک ړ ي | چ ې | د ا | ی ق ی ن ی | ک ړ ي | چ ې | ت ه | م ح ف و ظ | ی ې |	145920	MALE
349	18397288936941702006.wav	ستوری رنا او حرارت ورکوي ځکه چې د هایدروجن اتومونه سره د یو ډیر وزن لرونکې مادي د جوړولو په خاطر یو ځای کېږی او انرژی تولیدوي	ستوری رنا او حرارت ورکوي ځکه چې د هایدروجن اتومونه سره د یو ډیر وزن لرونکې مادي د جوړولو په خاطر یو ځای کېږی او انرژی تولیدوي	س ت و ر ی | ر ن ا | ا و | ح ر ا ر ت | و ر ک و ي | ځ ک ه | چ ې | د | ه ا ی د ر و ج ن | ا ت و م و ن ه | س ر ه | د | ی و | ډ ی ر | و ز ن | ل ر و ن ک ې | م ا د ي | د | ج و ړ و ل و | پ ه | خ ا ط ر | ی و | ځ ا ی | ک ې ږ ی | ا و | ا ن ر ژ ی | ت و ل ی د و ي |	170880	MALE
782	3327325165260716439.wav	ځنګلي ژوند د عکس اخیستونکو لپاره ترټولو ننګونکي ډولونه څخه یو دی، او د ښه بخت، صبر، تجربې او ښه تجهیزاتو ترکیب ته اړتیا لري.	ځنګلي ژوند د عکس اخیستونکو لپاره ترټولو ننګونکي ډولونه څخه یو دی او د ښه بخت صبر تجربې او ښه تجهیزاتو ترکیب ته اړتیا لري	ځ ن ګ ل ي | ژ و ن د | د | ع ک س | ا خ ی س ت و ن ک و | ل پ ا ر ه | ت ر ټ و ل و | ن ن ګ و ن ک ي | ډ و ل و ن ه | څ خ ه | ی و | د ی | ا و | د | ښ ه | ب خ ت | ص ب ر | ت ج ر ب ې | ا و | ښ ه | ت ج ه ی ز ا ت و | ت ر ک ی ب | ت ه | ا ړ ت ی ا | ل ر ي |	288000	FEMALE
364	8622087747930448469.wav	د ڼړا بلب بیا بدلولو ته اړتیا لري، دا اړینه ده چې د رڼړا بلب بدلولو کې پاملرنه وکړئ۔	د ڼړا بلب بیا بدلولو ته اړتیا لري دا اړینه ده چې د رڼړا بلب بدلولو کې پاملرنه وکړئ	د | ڼ ړ ا | ب ل ب | ب ی ا | ب د ل و ل و | ت ه | ا ړ ت ی ا | ل ر ي | د ا | ا ړ ی ن ه | د ه | چ ې | د | ر ڼ ړ ا | ب ل ب | ب د ل و ل و | ک ې | پ ا م ل ر ن ه | و ک ړ ئ |	144960	MALE
1462	6843451839476472534.wav	مشاوریتونه د هیواد د سیاسی وضعیت یو ډیره دقیقه خلاصه ده.	مشاوریتونه د هیواد د سیاسی وضعیت یو ډیره دقیقه خلاصه ده	م ش ا و ر ی ت و ن ه | د | ه ی و ا د | د | س ی ا س ی | و ض ع ی ت | ی و | ډ ی ر ه | د ق ی ق ه | خ ل ا ص ه | د ه |	113280	MALE
627	8436339724819095323.wav	ددې ذهنیت تر ټولو مهم عامل دادې چې: یواځې یو صحیح ځواب وجود لري. تاسې یواځې ددوه ځوابونو په اړه فکر کوئ، چې هغه صحیح او غلط دی.	ددې ذهنیت تر ټولو مهم عامل دادې چې یواځې یو صحیح ځواب وجود لري تاسې یواځې ددوه ځوابونو په اړه فکر کوئ چې هغه صحیح او غلط دی	د د ې | ذ ه ن ی ت | ت ر | ټ و ل و | م ه م | ع ا م ل | د ا د ې | چ ې | ی و ا ځ ې | ی و | ص ح ی ح | ځ و ا ب | و ج و د | ل ر ي | ت ا س ې | ی و ا ځ ې | د د و ه | ځ و ا ب و ن و | پ ه | ا ړ ه | ف ک ر | ک و ئ | چ ې | ه غ ه | ص ح ی ح | ا و | غ ل ط | د ی |	250560	MALE
1036	937544847696294954.wav	د هرشی او چېس تجربه هغه راهنمايي اشاره وه چې ډي این اې جینیاتي مواد دی.	د هرشی او چېس تجربه هغه راهنمايي اشاره وه چې ډي این اې جینیاتي مواد دی	د | ه ر ش ی | ا و | چ ې س | ت ج ر ب ه | ه غ ه | ر ا ه ن م ا ي ي | ا ش ا ر ه | و ه | چ ې | ډ ي | ا ی ن | ا ې | ج ی ن ی ا ت ي | م و ا د | د ی |	148800	FEMALE
84	6977843958559162389.wav	د دې دوهم منګول لوی وه، د هیسپرونیچوس نوم ته وده ورکړه چې معنی یې "لویدیځه منګول" ده.	د دې دوهم منګول لوی وه د هیسپرونیچوس نوم ته وده ورکړه چې معنی یې لویدیځه منګول ده	د | د ې | د و ه م | م ن ګ و ل | ل و ی | و ه | د | ه ی س پ ر و ن ی چ و س | ن و م | ت ه | و د ه | و ر ک ړ ه | چ ې | م ع ن ی | ی ې | ل و ی د ی ځ ه | م ن ګ و ل | د ه |	203520	FEMALE
536	4522495167332106407.wav	دا هله وي کله چې خلک داسې ځای ته د ارام او خوند لپاره ځي چې د دوی د منظم ورځني ژوند څخه خورا مختلف وي.	دا هله وي کله چې خلک داسې ځای ته د ارام او خوند لپاره ځي چې د دوی د منظم ورځني ژوند څخه خورا مختلف وي	د ا | ه ل ه | و ي | ک ل ه | چ ې | خ ل ک | د ا س ې | ځ ا ی | ت ه | د | ا ر ا م | ا و | خ و ن د | ل پ ا ر ه | ځ ي | چ ې | د | د و ی | د | م ن ظ م | و ر ځ ن ي | ژ و ن د | څ خ ه | خ و ر ا | م خ ت ل ف | و ي |	138240	MALE
933	1344050896054679837.wav	د زده کوونکي ویزه په عمومي ډول د سیاحتي یا تجارتي ویزو څخه مختلف شرایط او د عریضې کړنلارې لري.	د زده کوونکي ویزه په عمومي ډول د سیاحتي یا تجارتي ویزو څخه مختلف شرایط او د عریضې کړنلارې لري	د | ز د ه | ک و و ن ک ي | و ی ز ه | پ ه | ع م و م ي | ډ و ل | د | س ی ا ح ت ي | ی ا | ت ج ا ر ت ي | و ی ز و | څ خ ه | م خ ت ل ف | ش ر ا ی ط | ا و | د | ع ر ی ض ې | ک ړ ن ل ا ر ې | ل ر ي |	124800	FEMALE
199	6627482905342387608.wav	"د تبې او ستوني درد سربیره، زه د تلیفون مخابراتو له لارې خپل کار سرته رسولو لپاره ښه او ښه وضعیت احساس کوم.	د تبې او ستوني درد سربیره زه د تلیفون مخابراتو له لارې خپل کار سرته رسولو لپاره ښه او ښه وضعیت احساس کوم	د | ت ب ې | ا و | س ت و ن ي | د ر د | س ر ب ی ر ه | ز ه | د | ت ل ی ف و ن | م خ ا ب ر ا ت و | ل ه | ل ا ر ې | خ پ ل | ک ا ر | س ر ت ه | ر س و ل و | ل پ ا ر ه | ښ ه | ا و | ښ ه | و ض ع ی ت | ا ح س ا س | ک و م |	121920	FEMALE
651	5450594077581408279.wav	ستا لیلیه یا هم ستا کوربه (که ته په میلمستون یا شخصی کور کې اوسیږی) نو په غالب ګمان چې وای فای یا به هم د انټرنټ سره وصل کمپیو ټر به لري ،او ټول ځایونه یا خو انټرنټ کېفی لري او یا هم عمومی وای فای موقعیت	ستا لیلیه یا هم ستا کوربه که ته په میلمستون یا شخصی کور کې اوسیږی نو په غالب ګمان چې وای فای یا به هم د انټرنټ سره وصل کمپیو ټر به لري ،او ټول ځایونه یا خو انټرنټ کېفی لري او یا هم عمومی وای فای موقعیت	س ت ا | ل ی ل ی ه | ی ا | ه م | س ت ا | ک و ر ب ه | ک ه | ت ه | پ ه | م ی ل م س ت و ن | ی ا | ش خ ص ی | ک و ر | ک ې | ا و س ی ږ ی | ن و | پ ه | غ ا ل ب | ګ م ا ن | چ ې | و ا ی | ف ا ی | ی ا | ب ه | ه م | د | ا ن ټ ر ن ټ | س ر ه | و ص ل | ک م پ ی و | ټ ر | ب ه | ل ر ي | ، ا و | ټ و ل | ځ ا ی و ن ه | ی ا | خ و | ا ن ټ ر ن ټ | ک ې ف ی | ل ر ي | ا و | ی ا | ه م | ع م و م ی | و ا ی | ف ا ی | م و ق ع ی ت |	356160	MALE
1392	17918591908961617971.wav	په فرانسه کې رایه اچوونه به دودیز ډول یوه پخوانۍ تجربه وه: رایه ورکوونکو به ځانونه په یو کوټګۍ کې جلا کړل، د خپلې خوښې نوماند ته رایه به یې په له مخکې چاپ شوې ورقه کې نښاني کولو وروسته په کاغذي پاکټ کې اچوله.	په فرانسه کې رایه اچوونه به دودیز ډول یوه پخوانۍ تجربه وه رایه ورکوونکو به ځانونه په یو کوټګۍ کې جلا کړل د خپلې خوښې نوماند ته رایه به یې په له مخکې چاپ شوې ورقه کې نښاني کولو وروسته په کاغذي پاکټ کې اچوله	پ ه | ف ر ا ن س ه | ک ې | ر ا ی ه | ا چ و و ن ه | ب ه | د و د ی ز | ډ و ل | ی و ه | پ خ و ا ن ۍ | ت ج ر ب ه | و ه | ر ا ی ه | و ر ک و و ن ک و | ب ه | ځ ا ن و ن ه | پ ه | ی و | ک و ټ ګ ۍ | ک ې | ج ل ا | ک ړ ل | د | خ پ ل ې | خ و ښ ې | ن و م ا ن د | ت ه | ر ا ی ه | ب ه | ی ې | پ ه | ل ه | م خ ک ې | چ ا پ | ش و ې | و ر ق ه | ک ې | ن ښ ا ن ي | ک و ل و | و ر و س ت ه | پ ه | ک ا غ ذ ي | پ ا ک ټ | ک ې | ا چ و ل ه |	290880	MALE
212	17430407565326408765.wav	د سختو زخمونو راپورونه نه شته ، مګر پنځه کسان چې د چاودنی په وخت کې هلته موجود و د شوک د نښو په خاطر تداوي شوي دي.	د سختو زخمونو راپورونه نه شته مګر پنځه کسان چې د چاودنی په وخت کې هلته موجود و د شوک د نښو په خاطر تداوي شوي دي	د | س خ ت و | ز خ م و ن و | ر ا پ و ر و ن ه | ن ه | ش ت ه | م ګ ر | پ ن ځ ه | ک س ا ن | چ ې | د | چ ا و د ن ی | پ ه | و خ ت | ک ې | ه ل ت ه | م و ج و د | و | د | ش و ک | د | ن ښ و | پ ه | خ ا ط ر | ت د ا و ي | ش و ي | د ي |	243840	MALE
1054	6337453065108193344.wav	یو کورس به عموماً 2-5 ورځې اخلي چې نقشي بازۍ، ډېر زیات لومړني کمکونه او ځنه موقعو کې د وسلو روزنه به يې برخه وي.	یو کورس به عموماً 2-5 ورځې اخلي چې نقشي بازۍ ډېر زیات لومړني کمکونه او ځنه موقعو کې د وسلو روزنه به يې برخه وي	ی و | ک و ر س | ب ه | ع م و م ا ً | 2 - 5 | و ر ځ ې | ا خ ل ي | چ ې | ن ق ش ي | ب ا ز ۍ | ډ ې ر | ز ی ا ت | ل و م ړ ن ي | ک م ک و ن ه | ا و | ځ ن ه | م و ق ع و | ک ې | د | و س ل و | ر و ز ن ه | ب ه | ي ې | ب ر خ ه | و ي |	220800	MALE
556	11466405587994432076.wav	ورزش کوونکې شاید داسې فکر وکړي چې دوي هغه تولیداتو ته هم ترجېح ورکوي چې دوي لپاره هیڅ ریښتونی کټه نه لري	ورزش کوونکې شاید داسې فکر وکړي چې دوي هغه تولیداتو ته هم ترجېح ورکوي چې دوي لپاره هیڅ ریښتونی کټه نه لري	و ر ز ش | ک و و ن ک ې | ش ا ی د | د ا س ې | ف ک ر | و ک ړ ي | چ ې | د و ي | ه غ ه | ت و ل ی د ا ت و | ت ه | ه م | ت ر ج ې ح | و ر ک و ي | چ ې | د و ي | ل پ ا ر ه | ه ی څ | ر ی ښ ت و ن ی | ک ټ ه | ن ه | ل ر ي |	204480	MALE
326	13187540961549249395.wav	د طوفان ملي مرکز وړاندوينه کړي ده چې ډینیل danielle به د چهارشنبې په ورځ ځواکمن شي او هوایي طوفان شکل به غوره کړي	د طوفان ملي مرکز وړاندوينه کړي ده چې ډینیل danielle به د چهارشنبې په ورځ ځواکمن شي او هوایي طوفان شکل به غوره کړي	د | ط و ف ا ن | م ل ي | م ر ک ز | و ړ ا ن د و ي ن ه | ک ړ ي | د ه | چ ې | ډ ی ن ی ل | d a n i e l l e | ب ه | د | چ ه ا ر ش ن ب ې | پ ه | و ر ځ | ځ و ا ک م ن | ش ي | ا و | ه و ا ی ي | ط و ف ا ن | ش ک ل | ب ه | غ و ر ه | ک ړ ي |	138240	MALE
1031	9518029837624720556.wav	د "جهیلونو" د ګروپ په لرلو سره جاپان کله کله د جغرافیې له نظریه د مجمع الجزایز په نوم یادېږي.	د جهیلونو د ګروپ په لرلو سره جاپان کله کله د جغرافیې له نظریه د مجمع الجزایز په نوم یادېږي	د | ج ه ی ل و ن و | د | ګ ر و پ | پ ه | ل ر ل و | س ر ه | ج ا پ ا ن | ک ل ه | ک ل ه | د | ج غ ر ا ف ی ې | ل ه | ن ظ ر ی ه | د | م ج م ع | ا ل ج ز ا ی ز | پ ه | ن و م | ی ا د ې ږ ي |	136320	MALE
342	17246369699906875786.wav	د نړیوال مالی حالت په اړه زپاتیرو خپلی خبری ته په دي وينا ادامه ورکړه : مالی سیستم د اقتصاد برخه ده ، یوه ډیره مهمه برخه .	د نړیوال مالی حالت په اړه زپاتیرو خپلی خبری ته په دي وينا ادامه ورکړه : مالی سیستم د اقتصاد برخه ده ، یوه ډیره مهمه برخه 	د | ن ړ ی و ا ل | م ا ل ی | ح ا ل ت | پ ه | ا ړ ه | ز پ ا ت ی ر و | خ پ ل ی | خ ب ر ی | ت ه | پ ه | د ي | و ي ن ا | ا د ا م ه | و ر ک ړ ه | : | م ا ل ی | س ی س ت م | د | ا ق ت ص ا د | ب ر خ ه | د ه | ، | ی و ه | ډ ی ر ه | م ه م ه | ب ر خ ه |	151680	MALE
1333	17554060867079737926.wav	دا ټول او نور هغه څیزونه چې Ontario په ځانګړي ډول بهرنیانو ته په زړه پورې کاناډایې وښایي.	دا ټول او نور هغه څیزونه چې ontario په ځانګړي ډول بهرنیانو ته په زړه پورې کاناډایې وښایي	د ا | ټ و ل | ا و | ن و ر | ه غ ه | څ ی ز و ن ه | چ ې | o n t a r i o | پ ه | ځ ا ن ګ ړ ي | ډ و ل | ب ه ر ن ی ا ن و | ت ه | پ ه | ز ړ ه | پ و ر ې | ک ا ن ا ډ ا ی ې | و ښ ا ی ي |	163200	MALE
1199	2898438502819075394.wav	په انټرنټ د مجازي ډلو غړي اکثره وخت خپل نږدني فزیکي ډلې سره د رابطې نقاطو په توګه کار کوي.	په انټرنټ د مجازي ډلو غړي اکثره وخت خپل نږدني فزیکي ډلې سره د رابطې نقاطو په توګه کار کوي	پ ه | ا ن ټ ر ن ټ | د | م ج ا ز ي | ډ ل و | غ ړ ي | ا ک ث ر ه | و خ ت | خ پ ل | ن ږ د ن ي | ف ز ی ک ي | ډ ل ې | س ر ه | د | ر ا ب ط ې | ن ق ا ط و | پ ه | ت و ګ ه | ک ا ر | ک و ي |	141120	MALE
378	783000429474338407.wav	د لمر بیرونی برخه چې موږ کومه ګورو د فوتوسفیر په نامه یاديږی چې د رڼا د پنډوسکې په معنی ده	د لمر بیرونی برخه چې موږ کومه ګورو د فوتوسفیر په نامه یاديږی چې د رڼا د پنډوسکې په معنی ده	د | ل م ر | ب ی ر و ن ی | ب ر خ ه | چ ې | م و ږ | ک و م ه | ګ و ر و | د | ف و ت و س ف ی ر | پ ه | ن ا م ه | ی ا د ي ږ ی | چ ې | د | ر ڼ ا | د | پ ن ډ و س ک ې | پ ه | م ع ن ی | د ه |	166080	MALE
187	16340290784541328922.wav	بس د شپږم فلیګ سنټ لويس په خوا ولاړ تر څو په میسوری کې ډله د هغه خلکو لپاره موسیقی و غږوي چې د مځکې یې ټکټونه پیرلی دي	بس د شپږم فلیګ سنټ لويس په خوا ولاړ تر څو په میسوری کې ډله د هغه خلکو لپاره موسیقی و غږوي چې د مځکې یې ټکټونه پیرلی دي	ب س | د | ش پ ږ م | ف ل ی ګ | س ن ټ | ل و ي س | پ ه | خ و ا | و ل ا ړ | ت ر | څ و | پ ه | م ی س و ر ی | ک ې | ډ ل ه | د | ه غ ه | خ ل ک و | ل پ ا ر ه | م و س ی ق ی | و | غ ږ و ي | چ ې | د | م ځ ک ې | ی ې | ټ ک ټ و ن ه | پ ی ر ل ی | د ي |	182400	MALE
147	9184169094286610735.wav	ددې انتظام سره چې دوام کوي ، دا ازادي ممکن پای ته ورسیږی	ددې انتظام سره چې دوام کوي دا ازادي ممکن پای ته ورسیږی	د د ې | ا ن ت ظ ا م | س ر ه | چ ې | د و ا م | ک و ي | د ا | ا ز ا د ي | م م ک ن | پ ا ی | ت ه | و ر س ی ږ ی |	72960	FEMALE
439	4733353170649389320.wav	په 1951کې ، یوه اورلګیدنه د درونګیال دوزانګ drunkgyal dozong د مقدسی برخی د ډیری لږی برخی د پاتی کېدو سبب شوه ،لکه د زابدرونګ نګاونګ نمګیال zhabdrung ngawang namgyalانځور	په 1951کې ، یوه اورلګیدنه د درونګیال دوزانګ drunkgyal dozong د مقدسی برخی د ډیری لږی برخی د پاتی کېدو سبب شوه ،لکه د زابدرونګ نګاونګ نمګیال zhabdrung ngawang namgyalانځور	پ ه | 1 9 5 1 ک ې | ، | ی و ه | ا و ر ل ګ ی د ن ه | د | د ر و ن ګ ی ا ل | د و ز ا ن ګ | d r u n k g y a l | d o z o n g | د | م ق د س ی | ب ر خ ی | د | ډ ی ر ی | ل ږ ی | ب ر خ ی | د | پ ا ت ی | ک ې د و | س ب ب | ش و ه | ، ل ک ه | د | ز ا ب د ر و ن ګ | ن ګ ا و ن ګ | ن م ګ ی ا ل | z h a b d r u n g | n g a w a n g | n a m g y a l ا ن ځ و ر |	265920	MALE
1486	11929640010723101850.wav	هغه لپاره اټکل کیږي چې په کال 2016 کې د ولسمشرۍ لپاره سیالي وکړي۔	هغه لپاره اټکل کیږي چې په کال 2016 کې د ولسمشرۍ لپاره سیالي وکړي	ه غ ه | ل پ ا ر ه | ا ټ ک ل | ک ی ږ ي | چ ې | پ ه | ک ا ل | 2 0 1 6 | ک ې | د | و ل س م ش ر ۍ | ل پ ا ر ه | س ی ا ل ي | و ک ړ ي |	117120	FEMALE
120	8649337458928287859.wav	دا لوبه د Fallujah د دوهمې جکړې پر بنسټ جوړ شوی، چې د امریکایانو او عراقي ځواکونو تر منځ یوه بوږنوونکې جګړه وه.	دا لوبه د fallujah د دوهمې جکړې پر بنسټ جوړ شوی چې د امریکایانو او عراقي ځواکونو تر منځ یوه بوږنوونکې جګړه وه	د ا | ل و ب ه | د | f a l l u j a h | د | د و ه م ې | ج ک ړ ې | پ ر | ب ن س ټ | ج و ړ | ش و ی | چ ې | د | ا م ر ی ک ا ی ا ن و | ا و | ع ر ا ق ي | ځ و ا ک و ن و | ت ر | م ن ځ | ی و ه | ب و ږ ن و و ن ک ې | ج ګ ړ ه | و ه |	205440	FEMALE
